date,index_symbol,eod_index_value,high,low,index_market_value,dividend_market_value
2026-03-05,NQX,5004.08,5034.87,4948.91,33207312736526.0,2314482395.0
2024-05-30,NQX,3707.73,3741.05,3697.55,21964506190576.0,1483760998.0
2024-01-11,NQX,3364.18,3379.63,3323.77,19660886746107.0,
2024-04-11,NQX,3661.6,3667.43,3599.65,21691197863523.0,81132915.0
2019-11-29,NQX,1680.74,1687.19,1680.43,9387067713510.0,122671212.0
2023-03-08,NQX,2443.07,2447.54,2420.46,14168420290308.0,
2026-03-06,NQX,4928.6,4977.35,4915.97,32706425418165.0,4920599948.0
2023-01-23,NQX,2374.51,2383.77,2323.53,13770823762273.0,
2023-04-21,NQX,2600.15,2606.17,2579.93,15051170998318.0,
2020-02-14,NQX,1924.72,1926.95,1916.62,10794246495376.0,133804553.0
2026-03-09,NQX,4993.45,5003.83,4857.85,33136749909938.0,1799798479.0
2023-11-02,NQX,2983.91,2986.15,2958.55,17265848391092.0,667773954.0
2023-10-02,NQX,2967.51,2978.44,2940.31,17170980704374.0,
2023-04-12,NQX,2569.67,2614.4,2566.66,14874711821739.0,
2023-10-17,NQX,3024.4,3037.41,2986.6,17500155643008.0,
2023-03-14,NQX,2439.96,2443.57,2407.04,14150388548762.0,2068135563.0
2023-07-11,NQX,3023.81,3027.06,2994.83,17447678305869.0,
2026-03-10,NQX,4991.29,5037.83,4974.29,33122447256810.0,
2020-08-06,NQX,2253.42,2256.45,2218.08,12674947442677.0,2148733979.0
2026-03-11,NQX,4993.0,5030.41,4971.32,33133775121580.0,1490551502.0
2020-12-15,NQX,2519.18,2519.37,2493.51,14208846345270.0,
2020-09-23,NQX,2166.67,2235.92,2161.21,12194246920706.0,
2020-08-07,NQX,2227.88,2255.26,2208.94,12531292859555.0,3094781081.0
2026-03-12,NQX,4906.72,4961.85,4904.45,32561186385422.0,
2026-03-13,NQX,4876.15,4957.33,4867.31,32358324049711.0,4051157452.0
2021-10-15,NQX,3029.38,3030.03,3012.92,17516757158781.0,
2026-03-16,NQX,4931.07,4958.93,4921.29,32722786198123.0,996803625.0
2026-03-17,NQX,4956.08,4976.94,4944.31,32888788681809.0,
2026-03-18,NQX,4885.02,4952.72,4883.46,32417199194287.0,
2026-03-19,NQX,4871.06,4892.43,4820.18,32324536022116.0,
2026-03-20,NQX,4779.63,4853.63,4751.99,31717840228803.0,2158869357.0
2026-03-23,NQX,4837.72,4893.03,4819.54,32119358297981.0,1992409944.0
2025-04-02,NQX,3916.36,3941.47,3831.44,24010440300109.0,2038596904.0
2025-03-03,NQX,4085.12,4214.75,4055.9,25058757179157.0,
2026-03-24,NQX,4800.49,4834.17,4785.54,31872184533038.0,
2026-03-25,NQX,4832.6,4862.85,4816.27,32085345201225.0,745337718.0
2025-02-05,NQX,4331.63,4332.64,4281.72,26570925265446.0,
2025-04-08,NQX,3418.08,3641.4,3370.04,20955609495148.0,
2026-03-26,NQX,4717.4,4805.9,4715.11,31320516062454.0,
2024-08-05,NQX,3579.03,3633.9,3487.07,21213307683406.0,
2024-03-05,NQX,3579.57,3619.55,3560.9,20919685047828.0,148581340.0
2026-03-27,NQX,4626.55,4694.61,4617.8,30717365340436.0,557735609.0
2026-03-30,NQX,4590.68,4671.39,4568.24,30479153524710.0,301320128.0
2026-03-31,NQX,4748.04,4757.9,4639.71,31523938143024.0,1319245383.0
2022-03-24,NQX,2953.14,2953.59,2888.13,17446609797261.0,
2026-04-01,NQX,4804.0,4832.54,4774.33,31895475772739.0,2113502639.0
2026-04-02,NQX,4809.11,4815.27,4702.51,31929395651478.0,2989360777.0
2020-09-10,NQX,2230.82,2313.27,2219.19,12562895960770.0,482396464.0
2020-07-01,NQX,2055.85,2064.36,2028.55,11553674346477.0,
2026-04-06,NQX,4838.43,4853.02,4807.81,32124106644713.0,167170904.0
2026-04-07,NQX,4840.47,4841.85,4755.97,32137658326380.0,
2026-04-08,NQX,4980.63,5009.02,4951.37,33068223286395.0,
2022-03-18,NQX,2884.02,2885.5,2802.89,17090383949211.0,
2026-04-09,NQX,5016.42,5019.49,4957.78,33305806991130.0,592301346.0
2026-04-10,NQX,5023.27,5045.21,5011.54,33351288130141.0,93293269.0
2022-03-30,NQX,3014.31,3045.8,3002.07,17807994388188.0,620502575.0
2026-04-13,NQX,5076.74,5077.52,4999.84,33706332526109.0,
2019-04-29,NQX,1567.81,1570.37,1562.59,8834779532184.0,
2022-11-11,NQX,2363.4,2368.01,2307.14,13839622542554.0,
2022-07-26,NQX,2417.38,2451.83,2410.24,14222611242403.0,227861251.0
2019-10-08,NQX,1520.85,1541.43,1520.77,8533215743803.0,
2022-01-06,NQX,3153.07,3180.13,3121.71,18599201660936.0,63105557.0
2019-06-03,NQX,1395.6,1425.29,1387.34,7864388873701.0,
2019-05-03,NQX,1569.15,1569.5,1554.49,8842320281466.0,754906079.0
2019-02-14,NQX,1404.48,1409.57,1393.94,8029349536760.0,1606646278.0
2019-12-13,NQX,1697.54,1703.5,1688.38,9480654458154.0,109504053.0
2019-08-29,NQX,1540.46,1544.79,1530.87,8681064088296.0,710152172.0
2019-11-12,NQX,1652.76,1658.64,1647.67,9267166741743.0,512687882.0
2019-09-27,NQX,1536.32,1558.16,1525.36,8619968689483.0,516959805.0
2019-07-17,NQX,1577.75,1588.23,1577.6,8858805531195.0,
2019-03-21,NQX,1498.65,1501.08,1471.39,8445089843611.0,
2019-03-08,NQX,1403.14,1403.78,1388.14,8021655602781.0,
2018-10-01,NQX,1529.09,1540.11,1525.49,8784290603504.0,
2018-06-29,NQX,1408.16,1420.37,1406.28,7972059497017.0,
2022-10-18,NQX,2229.55,2274.84,2207.16,13055795994435.0,
2019-08-28,NQX,1517.58,1519.63,1500.04,8552109514913.0,238395669.0
2019-08-02,NQX,1538.56,1551.02,1529.04,8638747678259.0,
2019-06-26,NQX,1525.41,1537.73,1523.38,8564913082114.0,
2018-08-10,NQX,1481.66,1487.32,1476.57,8546821492629.0,3588050740.0
2018-11-14,NQX,1353.97,1383.22,1347.24,7775929653098.0,4056784319.0
2022-06-27,NQX,2401.65,2435.21,2393.13,14130061265460.0,
2022-07-11,NQX,2372.06,2405.21,2366.18,13955954035675.0,
2021-02-08,NQX,2739.0,2739.68,2721.59,15642705259258.0,134963790.0
2021-03-03,NQX,2536.67,2611.46,2535.99,14487127639859.0,894984402.0
2021-03-10,NQX,2550.41,2595.88,2545.37,14565642768205.0,
2021-02-19,NQX,2716.16,2740.34,2709.09,15512208341408.0,123624721.0
2021-11-30,NQX,3227.18,3290.91,3214.75,18660496028550.0,224851784.0
2018-12-04,NQX,1359.04,1409.14,1357.17,7822573743219.0,173337982.0
2021-02-11,NQX,2746.87,2749.44,2727.44,15687620437447.0,1342915841.0
2021-12-20,NQX,3125.53,3132.5,3101.76,18436732335928.0,
2021-04-08,NQX,2751.7,2752.63,2740.7,15720088478358.0,49071661.0
2024-09-13,NQX,3902.92,3911.36,3876.94,23133014935175.0,2959655481.0
2019-04-23,NQX,1562.14,1563.87,1543.83,8802848519764.0,128543402.0
2021-10-11,NQX,2942.75,2981.51,2941.81,17015787995230.0,
2024-03-13,NQX,3613.69,3632.76,3606.08,21119088484543.0,
2024-04-04,NQX,3575.76,3672.4,3575.15,21182680827782.0,125549940.0
2024-11-20,NQX,4133.42,4135.3,4080.51,24605264030058.0,
2023-05-08,NQX,2658.33,2660.49,2638.63,15387920447664.0,
2021-12-15,NQX,3257.92,3260.25,3149.39,18838209453083.0,
2024-07-26,NQX,3804.73,3828.54,3779.86,22551057624128.0,1153970929.0
2024-02-09,NQX,3592.48,3597.58,3559.76,20995119102754.0,2260465156.0
2021-10-26,NQX,3111.9,3142.16,3103.72,17993871469754.0,
2024-08-22,NQX,3898.37,3987.78,3891.98,23106047090375.0,899291450.0
2021-05-10,NQX,2671.82,2729.7,2671.72,15263717126474.0,
2021-04-16,NQX,2808.38,2810.08,2793.31,16043896954942.0,
2024-03-26,NQX,3642.11,3675.74,3641.59,21575744458751.0,
2021-06-14,NQX,2825.64,2825.87,2792.79,16142487926528.0,1632778490.0
2021-09-01,NQX,3122.31,3139.29,3120.73,18018753653112.0,933807843.0
2023-04-03,NQX,2629.67,2631.49,2607.31,15222029185226.0,
2024-09-12,NQX,3884.61,3891.28,3833.36,23024530366830.0,554494363.0
2023-10-13,NQX,2999.02,3046.47,2988.69,17353302984845.0,
2024-11-05,NQX,4045.49,4049.84,4008.51,23969101079928.0,
2023-11-03,NQX,3019.9,3029.96,2993.08,17474093588827.0,298094984.0
2020-10-15,NQX,2379.71,2385.73,2353.1,13393305619113.0,
2020-08-19,NQX,2263.73,2288.04,2260.68,12732949016642.0,3591627228.0
2023-04-25,NQX,2545.02,2586.66,2544.83,14732036230768.0,
2023-02-10,NQX,2460.98,2475.13,2440.84,14272328266451.0,2855388856.0
2023-09-08,NQX,3056.05,3074.84,3048.81,17720717064645.0,
2023-09-21,NQX,2938.85,2969.75,2938.35,17005114641951.0,
2024-10-14,NQX,4087.81,4098.78,4071.01,24219829623953.0,
2020-11-30,NQX,2453.66,2459.92,2418.19,13844449962692.0,124381599.0
2020-02-19,NQX,1943.75,1947.31,1935.19,10900966569751.0,3800827799.0
2020-07-31,NQX,2181.18,2181.67,2141.48,12268609995249.0,247032238.0
2020-06-17,NQX,1996.5,2011.73,1990.5,11237816178632.0,
2024-07-08,NQX,4087.91,4091.05,4072.66,24168628087370.0,324767428.0
2020-10-28,NQX,2228.55,2285.22,2227.2,12574286252688.0,
2023-01-13,NQX,2308.3,2309.59,2269.52,13386828765434.0,
2023-01-25,NQX,2362.94,2368.36,2310.01,13703715957009.0,
2025-03-28,NQX,3856.28,3950.49,3848.31,23642129267514.0,511119262.0
2025-03-18,NQX,3896.67,3935.21,3879.45,23902806261685.0,220077997.0
2022-02-16,NQX,2920.73,2929.56,2879.86,17261028177744.0,3582889502.0
2022-10-05,NQX,2314.64,2329.56,2262.5,13554062929737.0,
2020-12-14,NQX,2492.44,2508.86,2485.25,14058012630234.0,1111944726.0
2020-04-01,NQX,1497.26,1540.34,1484.79,8396960605926.0,
2020-03-13,NQX,1599.05,1599.7,1460.38,8967851162576.0,116430571.0
2022-01-20,NQX,2969.29,3069.52,2966.54,17515126025481.0,
2022-07-21,NQX,2523.88,2524.1,2470.28,14849217364205.0,
2022-02-07,NQX,2914.25,2962.77,2904.93,17223938843774.0,150734865.0
2022-12-07,NQX,2299.48,2315.53,2286.39,13508974102678.0,
2022-08-08,NQX,2631.83,2678.91,2620.76,15484342485555.0,
2022-12-13,NQX,2366.84,2433.28,2344.98,13904716510398.0,301754957.0
2022-06-23,NQX,2339.54,2345.92,2303.1,13764617987991.0,
2022-07-25,NQX,2465.68,2483.12,2448.86,14506802591859.0,
2019-11-27,NQX,1688.94,1689.12,1679.93,9432892244742.0,301909087.0
2019-02-06,NQX,1399.52,1406.99,1393.97,8003776165420.0,1968428126.0
2022-02-08,NQX,2949.41,2957.04,2897.15,17431717390726.0,
2019-05-28,NQX,1455.68,1472.46,1454.94,8202899853022.0,
2019-02-25,NQX,1423.09,1432.35,1422.36,8135692562917.0,70475031.0
2022-03-14,NQX,2609.33,2677.33,2604.08,15462610667419.0,1996097303.0
2018-08-23,NQX,1482.77,1493.17,1481.08,8553206053112.0,46561689.0
2022-11-15,NQX,2374.23,2405.02,2347.08,13903028901309.0,
2018-10-15,NQX,1413.73,1428.83,1409.49,8121592791888.0,
2018-09-05,NQX,1504.65,1521.44,1499.68,8679443629982.0,
2018-09-17,NQX,1486.95,1506.78,1485.56,8577308068310.0,
2018-08-03,NQX,1479.1,1479.1,1471.26,8532036543613.0,
2018-10-16,NQX,1455.29,1458.25,1426.66,8360295015159.0,
2021-10-25,NQX,3102.84,3111.13,3067.7,17941491671243.0,195915366.0
2021-07-29,NQX,3009.67,3018.39,3000.88,17337606427255.0,425611181.0
2021-09-30,NQX,2937.92,2977.64,2936.91,16987903262590.0,460612655.0
2021-07-19,NQX,2909.82,2915.79,2891.01,16619063928452.0,
2021-04-12,NQX,2763.87,2767.88,2749.53,15789608901403.0,
2021-09-14,NQX,3076.58,3105.19,3070.41,17754833763058.0,1629893161.0
2021-12-09,NQX,3229.91,3282.66,3228.29,18676278901206.0,535668256.0
2021-06-09,NQX,2762.99,2780.14,2762.21,15784571930862.0,120767806.0
2021-11-15,NQX,3237.82,3251.37,3219.27,18722008893082.0,1360414143.0
2024-11-26,NQX,4184.58,4188.98,4166.46,24909799848391.0,
2021-08-04,NQX,3016.68,3023.48,3003.43,17377963897265.0,
2021-02-24,NQX,2660.44,2662.49,2594.36,15194001253593.0,314236727.0
2021-03-08,NQX,2459.82,2543.72,2457.54,14048232529359.0,
2021-07-28,NQX,3003.62,3015.77,2982.71,17302739722336.0,
2021-12-21,NQX,3197.26,3199.52,3123.5,18859830901289.0,2469766113.0
2024-10-23,NQX,4013.39,4062.56,3986.98,23778911489672.0,
2021-07-30,NQX,2991.98,2998.17,2976.48,17235682828839.0,289547687.0
2024-07-30,NQX,3759.25,3833.08,3733.44,22281512909821.0,
2020-08-10,NQX,2217.03,2231.88,2188.37,12470299313925.0,215539454.0
2020-07-15,NQX,2140.34,2156.08,2114.19,12028478791237.0,
2024-03-21,NQX,3664.08,3692.94,3663.28,21705880807563.0,
2019-12-04,NQX,1659.31,1663.29,1657.17,9267373082096.0,787368524.0
2019-05-14,NQX,1480.38,1489.81,1467.59,8342096006284.0,351172468.0
2024-12-02,NQX,4232.92,4240.21,4194.45,25197553543371.0,
2023-07-25,NQX,3112.28,3124.54,3096.41,18046811828521.0,
2024-12-13,NQX,4356.05,4377.35,4329.19,25930527105985.0,2568651818.0
2021-10-05,NQX,2934.83,2952.73,2904.05,16970012209342.0,1394032055.0
2023-08-01,NQX,3143.6,3149.69,3127.31,18228416025215.0,210936615.0
2023-02-09,NQX,2476.23,2535.92,2465.49,14360773219578.0,1204763366.0
2024-04-08,NQX,3620.04,3635.73,3610.14,21445009022364.0,
2022-12-01,NQX,2408.38,2422.93,2385.73,14148743122999.0,2116636470.0
2024-07-18,NQX,3941.02,3989.61,3915.16,23300184527410.0,
2020-12-10,NQX,2480.35,2489.56,2445.23,13989802911472.0,444148644.0
2020-10-30,NQX,2210.59,2258.8,2192.0,12472938368910.0,247069595.0
2020-04-17,NQX,1766.48,1775.85,1740.87,9906838444910.0,
2024-09-24,NQX,3988.97,3996.89,3947.91,23599232800696.0,
2023-06-29,NQX,2987.99,2997.38,2975.4,17240981734951.0,937262468.0
2020-08-14,NQX,2232.89,2242.65,2221.39,12559484553404.0,1200419498.0
2020-05-07,NQX,1820.38,1827.24,1809.05,10198628563932.0,599761765.0
2020-03-04,NQX,1789.86,1790.45,1733.95,10037921101742.0,786340546.0
2020-04-03,NQX,1505.62,1534.71,1487.96,8443875559013.0,
2023-07-05,NQX,3040.76,3055.04,3032.52,17545442034594.0,1850233780.0
2023-10-10,NQX,3026.3,3048.39,3010.11,17511159001214.0,
2023-09-28,NQX,2940.55,2957.52,2902.03,17014977174390.0,1296992853.0
2025-04-09,NQX,3829.01,3846.62,3416.39,23474957549126.0,
2020-10-21,NQX,2333.07,2357.88,2329.29,13164036889540.0,
2020-07-29,NQX,2132.6,2138.98,2117.44,11995360681051.0,
2020-09-11,NQX,2217.48,2256.08,2189.04,12487745281361.0,
2025-03-21,NQX,3950.79,3953.63,3881.84,24234794302748.0,
2022-08-17,NQX,2694.17,2718.32,2677.96,15851114061921.0,5017854923.0
2024-05-20,NQX,3734.84,3740.77,3709.98,22125074663434.0,337223058.0
2022-04-04,NQX,3031.92,3032.4,2976.91,17912012036795.0,
2024-04-29,NQX,3556.54,3564.0,3534.21,21068863674549.0,
2022-03-17,NQX,2823.72,2825.18,2765.47,16733075022220.0,
2022-08-12,NQX,2713.17,2713.17,2668.33,15962917607535.0,879242547.0
2022-01-11,NQX,3168.82,3169.7,3099.38,18692124462571.0,
2023-12-26,NQX,3375.69,3381.5,3362.71,19738553893594.0,
2022-09-08,NQX,2464.24,2474.83,2424.06,14498308962388.0,554792120.0
2020-12-21,NQX,2538.05,2541.3,2494.8,14495041667531.0,
2020-10-26,NQX,2300.9,2341.62,2272.15,12982525833826.0,159287231.0
2020-10-19,NQX,2326.87,2392.49,2321.23,13129035052731.0,
2020-07-28,NQX,2106.5,2132.44,2105.49,11848575435618.0,
2020-02-04,NQX,1866.81,1870.59,1844.97,10469502031262.0,48656791.0
2022-11-22,NQX,2344.97,2346.37,2300.67,13776213492412.0,165777990.0
2022-09-02,NQX,2419.69,2490.26,2407.12,14236198241785.0,139103300.0
2022-07-22,NQX,2479.29,2532.57,2464.56,14586882805031.0,
2019-07-22,NQX,1581.02,1583.69,1572.45,8877174230967.0,
2022-04-01,NQX,2972.24,2985.19,2944.77,17559469381589.0,
2022-01-13,NQX,3099.12,3198.08,3093.63,18280974028503.0,
2018-10-18,NQX,1423.22,1450.31,1416.38,8176073685895.0,
2021-07-07,NQX,2962.11,2978.31,2947.15,16917702458900.0,
2024-02-22,NQX,3600.94,3606.96,3561.65,21044557579553.0,1277977791.0
2023-09-27,NQX,2916.03,2931.44,2886.52,16873089296093.0,
2023-02-21,NQX,2412.06,2451.41,2411.65,13988597962550.0,
2023-01-06,NQX,2208.07,2216.52,2139.29,12805576679422.0,
2020-09-21,NQX,2196.04,2196.95,2135.57,12359586299038.0,1443207002.0
2019-08-14,NQX,1498.03,1524.34,1496.12,8441920334677.0,4368570071.0
2019-02-05,NQX,1404.7,1405.95,1393.59,8033398464023.0,143279097.0
2019-01-23,NQX,1331.75,1342.57,1316.9,7616194415778.0,
2019-12-09,NQX,1672.55,1685.15,1671.97,9341070530190.0,
2019-11-01,NQX,1632.23,1632.4,1622.34,9158144176214.0,
2019-06-24,NQX,1544.6,1549.34,1544.16,8672684721512.0,
2019-03-18,NQX,1465.26,1469.74,1458.77,8327642343923.0,
2022-07-28,NQX,2543.57,2548.37,2486.71,14965077241660.0,509388939.0
2022-05-19,NQX,2375.13,2413.37,2359.2,14030853928549.0,903194141.0
2022-07-18,NQX,2375.5,2431.22,2367.32,13976215328687.0,
2018-10-08,NQX,1470.56,1483.11,1453.4,8448071599534.0,
2018-07-16,NQX,1471.58,1478.13,1469.27,8331097492424.0,
2018-12-24,NQX,1179.87,1215.03,1179.02,6747593967635.0,
2018-08-13,NQX,1480.23,1493.76,1479.71,8538590479335.0,98507309.0
2018-11-02,NQX,1393.06,1417.05,1381.81,8002817623917.0,
2018-09-07,NQX,1486.05,1497.88,1480.2,8572152515657.0,
2018-05-31,NQX,1393.55,1403.28,1391.2,7945518551542.0,17273791.0
2018-11-26,NQX,1335.67,1335.98,1318.17,7688029264830.0,68012987.0
2018-09-06,NQX,1490.63,1506.46,1481.06,8598579329498.0,1326527377.0
2021-12-13,NQX,3216.51,3266.46,3215.09,18598766004094.0,
2021-09-10,NQX,3088.15,3134.7,3086.69,17821598190244.0,
2021-04-01,NQX,2665.9,2666.67,2651.16,15217963318688.0,
2021-01-14,NQX,2579.74,2607.41,2577.23,14733117112165.0,
2021-01-08,NQX,2621.04,2622.61,2587.95,14968996139511.0,188724089.0
2021-09-23,NQX,3063.32,3071.38,3039.89,17712960812511.0,
2021-03-31,NQX,2618.29,2633.41,2593.33,14946162533592.0,256984750.0
2021-10-19,NQX,3082.14,3082.99,3064.12,17821826452385.0,
2021-06-30,NQX,2910.96,2916.46,2906.17,16625584613357.0,323541546.0
2021-08-23,NQX,3062.56,3068.29,3028.03,17642290589246.0,
2024-07-01,NQX,3962.44,3965.55,3915.5,23427471103642.0,
2024-06-07,NQX,3800.19,3822.78,3791.74,22512222601162.0,3380691644.0
2024-07-12,NQX,4066.3,4105.22,4043.6,24040867144822.0,81236149.0
2024-05-29,NQX,3747.35,3762.96,3741.33,22199204425155.0,254053078.0
2024-10-25,NQX,4070.4,4110.56,4064.45,24116700747987.0,349326673.0
2024-01-05,NQX,3261.2,3283.08,3249.84,19059027454250.0,
2024-09-27,NQX,4001.72,4030.51,3992.83,23674699803974.0,487860908.0
2023-02-02,NQX,2560.63,2576.2,2520.05,14850211258908.0,463752404.0
2024-11-22,NQX,4155.25,4159.45,4131.14,24735183401760.0,381826497.0
2024-10-15,NQX,4031.97,4096.86,4016.7,23888960583275.0,
2024-06-27,NQX,3957.81,3970.16,3940.28,23400042966298.0,
2024-12-10,NQX,4273.64,4313.4,4262.65,25439931885280.0,191748311.0
2024-07-16,NQX,4079.72,4095.39,4053.27,24120245482810.0,
2024-11-11,NQX,4221.32,4236.42,4198.7,25010856749631.0,
2024-03-25,NQX,3655.41,3667.47,3637.86,21654565169311.0,
2024-04-12,NQX,3600.7,3633.3,3590.42,21330432742848.0,
2024-02-14,NQX,3561.53,3563.06,3523.98,20814213044882.0,3811666233.0
2023-10-27,NQX,2836.08,2864.21,2826.07,16410486407590.0,
2024-11-14,NQX,4179.33,4213.51,4172.8,24762108599324.0,414921648.0
2023-03-16,NQX,2516.28,2519.16,2438.13,14593006189639.0,
2023-02-24,NQX,2393.93,2403.66,2380.17,13883458288703.0,1033765243.0
2020-07-10,NQX,2167.27,2168.56,2127.9,12179827382589.0,
2020-06-12,NQX,1932.75,1969.8,1899.82,10879033962711.0,416021250.0
2023-12-28,NQX,3379.69,3393.87,3378.26,19751556363260.0,904679118.0
2020-11-05,NQX,2415.61,2423.41,2395.42,13629757777136.0,2033004601.0
2020-09-18,NQX,2187.4,2230.79,2153.88,12318329340431.0,
2020-05-26,NQX,1878.0,1914.11,1875.99,10570804759088.0,
2020-04-02,NQX,1527.13,1528.37,1486.46,8564502227872.0,2045983792.0
2025-03-04,NQX,4070.51,4137.69,4006.95,24969129734886.0,804768590.0
2025-01-27,NQX,4225.46,4258.51,4194.98,25919618710505.0,
2025-01-31,NQX,4295.61,4369.2,4285.16,26349953272457.0,2435523680.0
2022-02-01,NQX,3003.94,3006.89,2949.9,17754004622096.0,227686011.0
2022-06-09,NQX,2453.96,2533.28,2453.26,14496544138583.0,557844146.0
2022-03-15,NQX,2691.71,2697.64,2618.49,15950814107581.0,269695278.0
2022-04-29,NQX,2570.96,2685.71,2567.1,15188770277326.0,
2019-06-18,NQX,1527.08,1537.82,1519.11,8605274524133.0,
2019-07-25,NQX,1585.97,1596.79,1584.24,8904964822877.0,
2019-05-20,NQX,1475.34,1484.92,1470.39,8313717201605.0,159578873.0
2022-12-14,NQX,2348.18,2388.25,2323.5,13795114740345.0,1513872207.0
2019-10-23,NQX,1577.89,1578.04,1569.03,8853259344863.0,
2019-07-19,NQX,1566.98,1590.04,1566.48,8798316789581.0,
2022-11-29,NQX,2300.69,2322.67,2290.07,13516092797884.0,340892783.0
2019-12-31,NQX,1746.61,1747.08,1734.88,9795412459844.0,
2019-07-11,NQX,1579.36,1586.92,1574.63,8867804793338.0,
2022-02-11,NQX,2850.77,2953.93,2838.91,16847537199101.0,203299092.0
2022-09-29,NQX,2232.96,2268.0,2207.79,13075758163702.0,1035489132.0
2022-12-16,NQX,2248.74,2276.64,2235.11,13209730593741.0,
2022-03-22,NQX,2930.87,2937.81,2877.12,17315027644324.0,
2022-04-26,NQX,2601.94,2689.54,2601.93,15371805542958.0,227840510.0
2022-01-28,NQX,2890.92,2891.37,2776.1,17086069942431.0,1660128783.0
2019-01-08,NQX,1310.37,1314.95,1291.4,7493905373860.0,
2022-11-04,NQX,2171.41,2186.92,2126.48,12715329723448.0,4758796639.0
2018-12-14,NQX,1318.99,1342.08,1317.06,7591364449253.0,
2018-11-29,NQX,1378.48,1387.6,1367.89,7934453560061.0,320567109.0
2018-09-19,NQX,1498.06,1502.67,1488.31,8641445369939.0,
2018-11-23,NQX,1305.47,1318.31,1304.91,7514209350607.0,
2018-10-24,NQX,1357.83,1423.47,1355.49,7800440826204.0,
2021-11-09,NQX,3243.99,3280.31,3233.73,18757650912051.0,475031454.0
2018-10-05,NQX,1479.8,1502.09,1465.48,8501135002754.0,
2021-04-06,NQX,2715.69,2732.06,2710.32,15502174642434.0,1391268196.0
2021-02-26,NQX,2581.89,2618.07,2552.87,14745400123385.0,151058290.0
2021-01-27,NQX,2622.53,2678.7,2606.83,14977506506129.0,
2021-03-26,NQX,2595.82,2598.61,2544.33,14817923415128.0,
2021-11-22,NQX,3276.2,3352.97,3274.98,18943890459973.0,112588175.0
2021-01-29,NQX,2585.08,2633.57,2569.09,14763598479046.0,1411219500.0
2021-07-02,NQX,2945.53,2947.64,2925.36,16823004062215.0,1898265041.0
2021-05-19,NQX,2647.58,2648.8,2598.87,15125267081715.0,3534063034.0
2021-09-15,NQX,3100.71,3103.79,3063.28,17894063541323.0,
2021-11-08,NQX,3267.21,3280.39,3262.8,18891906384858.0,
2021-08-05,NQX,3036.33,3036.85,3016.77,17491158112995.0,1781200849.0
2021-01-13,NQX,2594.73,2601.77,2575.6,14818718533475.0,
2021-08-30,NQX,3121.02,3124.12,3091.94,18011276565644.0,257258144.0
2021-09-24,NQX,3065.94,3069.11,3041.84,17728107420890.0,79167288.0
2024-03-06,NQX,3603.51,3628.58,3588.33,21059603309497.0,
2024-03-18,NQX,3597.0,3624.87,3594.62,21308537912093.0,
2024-01-19,NQX,3462.8,3463.38,3408.42,20237244979936.0,
2024-08-14,NQX,3804.54,3820.6,3767.42,22549894782071.0,
2024-02-12,NQX,3576.53,3608.29,3571.93,20901911198703.0,833393081.0
2023-10-25,NQX,2876.33,2928.69,2872.45,16643351206835.0,295195331.0
2023-08-16,NQX,2975.29,3015.41,2974.76,17252469574627.0,3922562083.0
2023-07-06,NQX,3017.89,3021.29,2993.83,17413504281331.0,60072802.0
2023-10-19,NQX,2956.63,3004.78,2949.86,17107976403395.0,20143286.0
2023-06-21,NQX,2973.49,3007.78,2965.2,17157314355940.0,2232762688.0
2020-07-23,NQX,2116.12,2177.08,2106.24,11902673717012.0,
2020-02-11,NQX,1903.57,1920.01,1898.73,10675666938114.0,65399971.0
2020-10-27,NQX,2319.79,2326.7,2300.62,13089083415211.0,
2020-07-07,NQX,2104.8,2140.99,2103.33,11828782932045.0,
2020-02-06,NQX,1889.18,1889.74,1871.57,10594970393615.0,1913424885.0
2020-09-15,NQX,2287.77,2299.08,2273.44,12883610158558.0,
2024-06-20,NQX,3950.46,3995.99,3937.0,23402414591706.0,
2023-12-07,NQX,3204.5,3208.5,3175.1,18541918882955.0,851458602.0
2023-07-21,NQX,3085.13,3120.1,3082.11,17764980608719.0,
2020-10-29,NQX,2270.15,2293.47,2237.42,12808994426644.0,1381013836.0
2020-06-09,NQX,1993.43,2001.38,1971.8,11220586743398.0,
2020-05-05,NQX,1786.12,1806.2,1780.11,10006734486861.0,
2020-01-24,NQX,1828.29,1854.47,1820.29,10253486185879.0,
2025-01-22,NQX,4370.6,4388.61,4351.07,26809952065866.0,
2025-04-07,NQX,3486.14,3638.29,3308.44,21372849073425.0,
2022-08-16,NQX,2727.04,2744.18,2701.69,16044507078487.0,150954512.0
2019-04-18,NQX,1537.94,1538.83,1529.48,8666488765407.0,
2019-12-02,NQX,1661.85,1681.97,1654.92,9281593429844.0,78923429.0
2022-09-15,NQX,2385.5,2430.67,2373.58,14035035759831.0,
2018-12-26,NQX,1252.55,1252.76,1184.37,7163259128743.0,
2019-04-10,NQX,1522.3,1522.68,1514.66,8578324815276.0,
2019-02-07,NQX,1381.0,1390.95,1370.87,7897814022029.0,290587504.0
2018-08-06,NQX,1487.8,1487.91,1476.32,8582228800062.0,1514003635.0
2018-06-27,NQX,1393.93,1425.75,1393.69,7891523635596.0,
2018-06-14,NQX,1455.92,1458.26,1446.73,8301145089674.0,746681635.0
2022-09-13,NQX,2406.72,2483.98,2400.87,14159922049292.0,305559688.0
2021-04-19,NQX,2781.53,2805.13,2767.15,15890521455286.0,
