date,index_symbol,eod_index_value,high,low,index_market_value,dividend_market_value
2025-10-10,NQX,4844.35,5039.06,4841.44,29972972150474.0,84723365.0
2025-10-07,NQX,4968.05,5012.6,4956.79,30738306094710.0,
2019-04-02,NQX,1499.93,1501.41,1492.3,8452268370635.0,990827609.0
2024-08-13,NQX,3801.29,3802.64,3744.77,22530640356926.0,
2024-07-25,NQX,3766.12,3845.44,3744.34,22322186424321.0,
2022-04-08,NQX,2865.45,2898.04,2861.53,16928567034130.0,388879676.0
2023-01-18,NQX,2282.06,2338.05,2280.65,13234656250027.0,
2020-04-22,NQX,1732.93,1741.59,1710.12,9745380107607.0,
2019-11-13,NQX,1651.96,1654.92,1646.67,9260362783590.0,112422082.0
2025-10-06,NQX,4995.71,5008.85,4981.52,30909483176423.0,
2025-10-03,NQX,4957.1,4991.65,4942.72,30670612379238.0,3015553040.0
2025-10-02,NQX,4978.55,4988.95,4956.02,30803318067353.0,
2025-10-01,NQX,4960.17,4963.34,4903.57,30689595827713.0,1990590416.0
2021-03-22,NQX,2617.3,2633.49,2588.66,14940535577496.0,
2024-02-05,NQX,3522.61,3531.15,3493.92,20586763758999.0,216864548.0
2024-04-24,NQX,3505.36,3530.78,3487.07,20765657465239.0,349074522.0
2024-02-28,NQX,3574.9,3586.2,3568.07,20892376489757.0,1763644878.0
2021-02-01,NQX,2649.78,2656.04,2596.62,15133133974080.0,
2023-01-17,NQX,2311.44,2323.19,2296.81,13405043541467.0,
2023-02-17,NQX,2471.64,2477.14,2446.76,14334113010485.0,229234923.0
2024-07-17,NQX,3959.83,4016.05,3958.73,23411392429165.0,
2022-01-19,NQX,3009.57,3076.4,3007.67,17752711151262.0,
2024-09-19,NQX,3967.97,3990.36,3944.78,23518566367833.0,3841781251.0
2023-06-08,NQX,2896.91,2900.66,2862.94,16729524235575.0,602985905.0
2024-04-15,NQX,3541.37,3630.42,3535.27,20978958307857.0,
2023-10-24,NQX,2949.17,2954.83,2922.07,17064842907612.0,
2020-05-28,NQX,1883.34,1913.78,1878.38,10600903106431.0,1019714629.0
2024-10-02,NQX,3960.52,3975.34,3926.18,23430908999407.0,4393837162.0
2024-10-21,NQX,4072.29,4077.34,4038.61,24127899879045.0,
2025-02-12,NQX,4343.85,4349.13,4290.84,26645881831836.0,283392633.0
2023-12-21,NQX,3351.48,3353.6,3324.3,19596987554919.0,
2023-10-03,NQX,2913.12,2963.97,2900.83,16856259270515.0,4108067875.0
2023-05-19,NQX,2760.7,2774.88,2752.78,15980492269072.0,244256279.0
2020-07-06,NQX,2120.81,2125.02,2097.16,11918754613468.0,
2025-10-13,NQX,4950.05,4955.93,4908.08,30626968397353.0,
2022-02-04,NQX,2938.87,2966.41,2890.46,17369452714943.0,4790877842.0
2022-02-10,NQX,2941.13,3007.45,2927.34,17381546026041.0,846257066.0
2022-05-04,NQX,2707.14,2711.33,2577.51,15993303628164.0,
2022-02-25,NQX,2837.83,2838.61,2770.06,16816706269353.0,283231623.0
2025-09-30,NQX,4936.0,4938.21,4901.04,30540020104466.0,1059693475.0
2025-09-29,NQX,4922.27,4948.35,4912.04,30455087715368.0,
2025-10-14,NQX,4915.86,4953.27,4851.26,30415445827142.0,
2022-03-01,NQX,2801.2,2854.32,2781.37,16599608913710.0,44060024.0
2024-01-23,NQX,3480.84,3482.17,3457.2,20342675018971.0,
2024-07-10,NQX,4135.08,4138.19,4095.99,24447492180202.0,393530299.0
2023-03-17,NQX,2503.98,2534.87,2488.82,14521655895077.0,
2020-04-29,NQX,1796.55,1805.16,1766.4,10103186919411.0,
2019-09-13,NQX,1578.59,1584.68,1575.92,8895932519792.0,128768492.0
2019-05-08,NQX,1523.51,1535.76,1518.75,8585156601785.0,467690189.0
2021-08-17,NQX,3000.57,3012.54,2981.25,17285144047395.0,143695641.0
2021-10-12,NQX,2932.42,2956.96,2927.27,16956092440038.0,
2021-09-08,NQX,3124.17,3133.8,3105.69,18029467033220.0,
2024-06-21,NQX,3940.09,3960.39,3928.7,23340963316313.0,
2018-08-29,NQX,1532.04,1532.39,1516.7,8837405754693.0,219701771.0
2018-08-28,NQX,1514.05,1517.74,1511.34,8733650407981.0,
2024-07-09,NQX,4090.6,4108.73,4079.11,24184570158626.0,
2019-08-26,NQX,1515.0,1515.55,1501.23,8537595560882.0,79378689.0
2019-08-22,NQX,1541.49,1552.96,1529.86,8686829521994.0,79262810.0
2019-06-12,NQX,1494.46,1501.5,1491.84,8421450547682.0,
2019-04-26,NQX,1565.34,1565.35,1548.52,8820850436993.0,178713386.0
2024-12-23,NQX,4300.63,4302.04,4244.85,26353365338853.0,3034218705.0
2024-11-07,NQX,4220.31,4226.56,4179.28,25004902612981.0,551439276.0
2020-05-21,NQX,1875.6,1903.02,1872.37,10557312544083.0,60261108.0
2020-10-07,NQX,2300.64,2303.91,2276.49,12948258495822.0,
2020-09-22,NQX,2237.27,2241.42,2188.65,12591634885807.0,
2020-08-26,NQX,2394.39,2395.93,2353.62,13484004343697.0,264337963.0
2020-01-14,NQX,1806.68,1816.03,1804.18,10132295990729.0,
2021-11-12,NQX,3239.98,3243.72,3202.56,18734463985537.0,1272499851.0
2023-10-06,NQX,2994.65,3004.28,2915.19,17327988917679.0,185944652.0
2020-11-25,NQX,2430.44,2435.0,2416.3,13713433051505.0,543186110.0
2020-06-30,NQX,2031.37,2037.07,1991.37,11416103441736.0,1163592073.0
2020-02-13,NQX,1919.14,1927.28,1906.55,10762976912180.0,1055972184.0
2020-02-03,NQX,1825.25,1829.74,1806.2,10236398013040.0,
2022-08-10,NQX,2675.66,2677.36,2644.01,15742227373102.0,364198925.0
2018-06-05,NQX,1433.35,1435.96,1427.43,8172470625647.0,179247732.0
2024-04-22,NQX,3442.18,3461.03,3402.09,20391363222381.0,
2021-11-05,NQX,3271.88,3290.89,3260.42,18918909104342.0,3020879241.0
2020-09-24,NQX,2179.29,2205.28,2145.68,12265316477720.0,61055836.0
2021-02-02,NQX,2691.22,2700.25,2672.78,15369823251033.0,195681491.0
2021-01-06,NQX,2524.67,2560.66,2513.88,14418622892602.0,
2019-01-04,NQX,1284.53,1289.04,1246.92,7346158552666.0,
2022-05-02,NQX,2615.17,2616.74,2543.33,15449947442850.0,
2022-03-16,NQX,2791.36,2792.06,2695.02,16541295408477.0,
2022-05-05,NQX,2570.11,2668.96,2542.12,15183747649576.0,2008664078.0
2022-08-25,NQX,2628.72,2629.35,2590.3,15466011466254.0,625231272.0
2022-10-26,NQX,2281.18,2331.39,2277.68,13358143192966.0,227494193.0
2025-10-15,NQX,4949.07,4986.65,4899.21,30620912283691.0,
2025-09-26,NQX,4900.77,4902.07,4859.54,30322057165545.0,511754802.0
2023-01-10,NQX,2241.16,2241.51,2210.14,12997451835792.0,
2020-03-10,NQX,1674.45,1675.29,1588.43,9390714552516.0,
2022-10-27,NQX,2238.33,2283.38,2235.98,13107204007562.0,509088585.0
2019-11-14,NQX,1651.57,1652.99,1642.52,9258140294850.0,1418192380.0
2024-04-17,NQX,3498.72,3557.71,3491.91,20726347436209.0,
2024-02-26,NQX,3586.67,3602.82,3585.33,20961137769868.0,
2023-07-24,NQX,3089.6,3100.93,3074.93,17915306031476.0,
2020-10-02,NQX,2251.14,2295.82,2245.03,12669666867351.0,
2020-05-11,NQX,1859.78,1869.25,1831.04,10419419051288.0,123120348.0
2021-04-28,NQX,2780.32,2798.42,2779.03,15883602962343.0,
2024-10-04,NQX,4007.0,4009.14,3965.9,23705928444255.0,
2023-08-21,NQX,2987.34,2991.77,2947.85,17322303428346.0,330094588.0
2025-02-04,NQX,4313.38,4316.48,4261.62,26458981686019.0,
2025-01-21,NQX,4313.3,4324.05,4275.81,26430987242063.0,
2025-09-25,NQX,4879.46,4892.13,4837.29,30190223920146.0,
2025-10-16,NQX,4931.45,4999.66,4896.23,30511872937803.0,
2025-09-24,NQX,4900.71,4930.08,4877.72,30321710271835.0,538978351.0
2025-10-17,NQX,4963.59,4976.29,4902.32,30710744548519.0,
2025-09-23,NQX,4916.03,4952.86,4907.31,30416499443724.0,
2025-10-20,NQX,5028.2,5036.76,4997.7,31110517894043.0,
2025-10-21,NQX,5025.43,5035.65,5008.68,31093333799246.0,
2019-05-23,NQX,1461.59,1467.49,1452.29,8236211925253.0,171055317.0
2025-09-22,NQX,4952.21,4956.34,4915.6,30640359648567.0,3813686171.0
2019-08-21,NQX,1546.64,1550.93,1541.31,8715895189936.0,539583576.0
2019-01-15,NQX,1333.93,1334.91,1313.47,7628632636886.0,
2025-10-22,NQX,4975.8,5025.41,4930.42,30786292086445.0,
2025-09-19,NQX,4925.25,4928.39,4893.86,30523078734777.0,
2025-10-23,NQX,5019.48,5025.36,4971.26,31056562115705.0,
2025-09-18,NQX,4890.98,4910.9,4869.51,30310695737008.0,
2019-06-21,NQX,1545.76,1554.51,1541.65,8710517590994.0,1096554034.0
2019-05-09,NQX,1516.55,1521.01,1494.54,8545932480138.0,354038175.0
2019-01-03,NQX,1229.43,1258.54,1227.81,7030993027527.0,1655182334.0
2019-04-22,NQX,1542.7,1543.07,1530.78,8693289089521.0,
2019-02-11,NQX,1381.84,1391.67,1378.77,7899878693710.0,116813132.0
2019-11-26,NQX,1677.15,1679.61,1672.82,9367028785101.0,136026210.0
2019-04-15,NQX,1525.82,1527.36,1515.71,8598196425459.0,
2025-10-24,NQX,5071.63,5083.73,5057.7,31379220603027.0,26173521.0
2025-09-17,NQX,4844.74,4858.41,4799.95,30024125433300.0,419580155.0
2022-07-29,NQX,2589.59,2597.37,2545.24,15235840168990.0,1354176429.0
2022-08-23,NQX,2576.36,2600.18,2570.55,15157959193647.0,
2025-09-16,NQX,4854.85,4868.62,4848.84,30086794367668.0,
2022-04-07,NQX,2906.36,2924.85,2863.14,17170260675186.0,64650847.0
2025-10-27,NQX,5164.31,5167.76,5131.28,31952630233162.0,
2025-10-28,NQX,5202.43,5217.5,5172.9,32188498610448.0,413543671.0
2025-09-15,NQX,4858.76,4859.48,4834.62,30111003354130.0,2251174446.0
2022-01-27,NQX,2800.62,2883.89,2794.58,16552373486092.0,
2018-12-20,NQX,1248.64,1276.19,1232.37,7186449016116.0,
2018-12-07,NQX,1322.65,1369.86,1318.91,7613128317871.0,
2018-06-01,NQX,1416.79,1416.97,1401.6,8078020198495.0,
2025-10-29,NQX,5223.97,5236.42,5181.49,32321759305739.0,257701526.0
2018-06-11,NQX,1433.7,1437.49,1429.22,8174439428608.0,85982849.0
2025-09-12,NQX,4818.44,4827.41,4796.73,29861144637584.0,1023902050.0
2025-10-30,NQX,5146.96,5206.32,5146.48,31845304046772.0,
2025-09-11,NQX,4798.51,4803.31,4776.6,29737656159147.0,162443941.0
2022-08-01,NQX,2588.16,2616.92,2566.63,15227377581758.0,
2025-10-31,NQX,5171.63,5212.7,5152.26,31997896247055.0,3058818769.0
2018-06-06,NQX,1442.02,1442.49,1428.18,8221880392220.0,
2025-09-10,NQX,4769.85,4791.71,4752.02,29560052936546.0,
2021-11-17,NQX,3261.61,3279.79,3255.35,18859576632140.0,3727513364.0
2018-12-31,NQX,1265.99,1273.08,1254.79,7240119220015.0,901135868.0
2025-09-09,NQX,4767.96,4770.48,4739.58,29548309984183.0,218135483.0
2018-07-05,NQX,1420.21,1421.11,1405.05,8040272999367.0,1551951223.0
2018-06-26,NQX,1413.64,1421.69,1408.01,8003076471312.0,
2025-11-03,NQX,5194.59,5226.53,5177.58,32139975623290.0,
2025-11-04,NQX,5087.14,5152.45,5083.12,31475174157247.0,371403342.0
2025-09-08,NQX,4752.46,4770.36,4745.01,29452257743156.0,1576897924.0
2025-11-05,NQX,5124.01,5150.18,5072.99,31703268399985.0,
2025-09-05,NQX,4730.49,4772.09,4695.07,29316094636198.0,3706213809.0
2025-09-04,NQX,4726.6,4727.81,4674.27,29292011625472.0,2757131961.0
2021-09-29,NQX,2950.58,2982.98,2945.48,17061072038300.0,595604547.0
2021-07-27,NQX,2991.39,3021.55,2957.56,17232312673567.0,
2021-02-05,NQX,2720.79,2728.59,2705.56,15538685338830.0,2788390759.0
2025-11-06,NQX,5026.01,5113.6,5016.64,31096935122186.0,
2021-02-22,NQX,2644.75,2689.47,2644.2,15104395139338.0,
2021-01-19,NQX,2599.31,2602.43,2572.26,14844879944833.0,
2025-11-07,NQX,5011.96,5013.08,4920.73,31010025211588.0,636133833.0
2021-03-19,NQX,2573.4,2581.2,2540.81,14696908499465.0,1772809052.0
2025-09-03,NQX,4682.97,4695.6,4655.82,29021596250547.0,96917905.0
2021-02-04,NQX,2712.18,2712.63,2681.29,15489495351255.0,2109680411.0
2025-09-02,NQX,4646.22,4648.47,4595.76,28793869858309.0,804689689.0
2021-11-16,NQX,3261.95,3265.91,3231.34,18861538408679.0,
2025-11-10,NQX,5122.35,5131.1,5070.89,31680385908627.0,4062682580.0
2021-12-03,NQX,3142.41,3217.92,3108.66,18170293517196.0,
2025-08-27,NQX,4713.17,4718.21,4686.86,29208761564243.0,78039864.0
2025-11-11,NQX,5106.7,5117.65,5076.17,31583593832123.0,
2021-04-26,NQX,2805.23,2807.88,2784.0,16025903367371.0,
2025-08-28,NQX,4740.69,4748.26,4702.98,29379316074693.0,
2025-11-12,NQX,5103.47,5132.63,5077.95,31563607112719.0,283826580.0
2021-01-22,NQX,2673.28,2680.96,2667.38,15267341086260.0,
2021-06-15,NQX,2806.08,2825.25,2801.79,16030756939447.0,226172790.0
2025-08-29,NQX,4683.08,4721.51,4670.79,29022315607780.0,2812023449.0
2025-11-13,NQX,4998.69,5079.2,4981.69,30915612945554.0,474156868.0
2019-09-03,NQX,1521.9,1534.03,1516.96,8576473405128.0,145982964.0
2019-08-27,NQX,1513.21,1528.14,1506.39,8527461682839.0,
2019-04-05,NQX,1515.77,1516.38,1510.98,8541529904849.0,
2025-11-14,NQX,5001.65,5039.79,4906.98,30933893825581.0,3762064890.0
2025-11-17,NQX,4959.98,5033.23,4929.88,30676208151667.0,609107836.0
2025-08-26,NQX,4705.06,4706.52,4673.83,29158498377050.0,
2024-01-30,NQX,3495.34,3515.69,3488.75,20427419986506.0,1846748003.0
2025-08-25,NQX,4685.12,4709.29,4676.44,29034939138637.0,134806589.0
2024-12-09,NQX,4288.16,4322.0,4280.15,25526412756556.0,2100543432.0
2025-11-18,NQX,4900.62,4947.02,4859.72,30309055414831.0,687211442.0
2025-08-20,NQX,4649.91,4668.73,4591.94,28816752546826.0,
2024-02-01,NQX,3468.94,3471.35,3435.17,20273133546091.0,706366874.0
2025-11-19,NQX,4928.1,4980.93,4886.44,30479035628912.0,219077490.0
2024-01-02,NQX,3308.79,3337.32,3290.63,19337162145296.0,1821516459.0
2025-08-21,NQX,4628.52,4652.85,4609.28,28684144009534.0,5012258675.0
2022-08-04,NQX,2662.21,2665.34,2634.09,15663059400736.0,2169298919.0
2024-10-28,NQX,4070.21,4094.1,4068.96,24115578410465.0,
2024-05-17,NQX,3709.25,3718.07,3692.45,21973471791518.0,233611192.0
2024-04-30,NQX,3488.14,3553.8,3487.51,20663636435095.0,
2025-11-20,NQX,4810.88,5044.57,4804.32,29754016136373.0,5551556035.0
2025-08-22,NQX,4699.62,4715.07,4627.91,29124812593943.0,2498111328.0
2024-09-11,NQX,3847.46,3853.29,3706.29,22804320533717.0,
2023-06-30,NQX,3035.84,3042.75,3016.31,17517088635410.0,
2018-11-16,NQX,1373.4,1379.63,1359.48,7887508607391.0,46615399.0
2025-11-21,NQX,4847.91,4904.4,4770.81,29983091286233.0,2098676674.0
2023-05-26,NQX,2859.68,2865.9,2796.45,16553467888324.0,223679639.0
2025-11-24,NQX,4974.77,4984.1,4891.15,30767663322136.0,402199710.0
2023-10-05,NQX,2944.64,2956.94,2916.88,17038651098504.0,448508819.0
2023-10-12,NQX,3036.82,3066.81,3018.14,17572008060807.0,
2023-06-02,NQX,2909.33,2919.14,2888.43,16840849336252.0,506466283.0
2023-11-17,NQX,3167.6,3175.37,3153.39,18328734822692.0,
2023-03-03,NQX,2458.16,2460.09,2419.05,14255962471565.0,
2024-05-02,NQX,3508.31,3515.15,3458.1,20783122379201.0,
2024-08-30,NQX,3914.93,3916.49,3865.32,23204205228018.0,2318107994.0
2024-04-10,NQX,3602.33,3608.17,3586.48,21340110196788.0,
2020-04-07,NQX,1609.86,1661.12,1608.56,9028469369683.0,
2025-11-25,NQX,5003.67,5013.91,4908.56,30946409966199.0,135240723.0
2023-04-27,NQX,2632.01,2635.12,2587.7,15235546671183.0,
2025-11-26,NQX,5047.39,5061.83,5015.57,31216780772067.0,1880220268.0
2023-01-30,NQX,2382.48,2417.54,2381.22,13817035690700.0,1310179573.0
2023-06-15,NQX,3037.1,3049.32,2985.89,17539096031723.0,
2023-11-29,NQX,3197.52,3233.3,3195.34,18501870214649.0,1643769458.0
2020-03-19,NQX,1457.7,1502.83,1407.47,8175139812640.0,
2020-01-30,NQX,1827.22,1828.15,1803.94,10247451740719.0,1093721776.0
2020-01-17,NQX,1834.75,1835.3,1823.8,10289676592286.0,
2025-11-28,NQX,5086.98,5087.07,5056.19,31461634645652.0,1172420449.0
2023-01-31,NQX,2420.39,2420.84,2383.17,14036885164759.0,
2020-12-08,NQX,2527.14,2530.27,2500.99,14253742393262.0,210277033.0
2020-12-02,NQX,2491.28,2494.45,2463.65,14051466690013.0,814585517.0
2020-10-05,NQX,2301.81,2302.43,2267.22,12954864953077.0,
2025-12-01,NQX,5068.57,5088.64,5031.73,31347785786292.0,
2020-08-18,NQX,2279.81,2284.22,2255.82,12823382578687.0,455514404.0
2020-02-12,NQX,1922.64,1923.18,1910.41,10782604529045.0,
2020-09-01,NQX,2458.57,2460.18,2426.56,13845458333623.0,263529125.0
2025-12-02,NQX,5111.17,5124.54,5073.89,31611265441191.0,
2020-11-12,NQX,2365.43,2395.38,2357.22,13346594287179.0,
2020-10-06,NQX,2258.25,2307.28,2251.25,12709716436107.0,1164599389.0
2020-05-22,NQX,1882.8,1884.39,1865.02,10597835876809.0,
2020-02-20,NQX,1925.57,1942.85,1902.65,10799013048930.0,246395277.0
2025-12-03,NQX,5121.31,5128.0,5077.69,31673963759966.0,1865290253.0
2025-12-04,NQX,5116.34,5131.65,5090.08,31643231071962.0,1734694990.0
2025-12-05,NQX,5138.41,5165.42,5123.47,31779730428269.0,3699497216.0
2025-12-08,NQX,5125.59,5165.64,5106.35,31700441536380.0,2370152836.0
2025-12-09,NQX,5133.74,5139.65,5106.46,31750831179528.0,216965523.0
2025-03-14,NQX,3940.93,3945.84,3887.21,24174274678473.0,4042551591.0
2025-12-10,NQX,5155.29,5166.99,5100.86,31884111952854.0,418726303.0
2021-12-31,NQX,3264.02,3292.98,3263.45,19253634908426.0,142845801.0
2025-12-11,NQX,5137.34,5139.26,5074.44,31773092771981.0,
2025-12-12,NQX,5039.35,5121.22,5020.94,31167048806018.0,1127832241.0
2025-12-15,NQX,5013.45,5075.44,5004.53,31006902435263.0,2466633219.0
2025-03-11,NQX,3875.39,3931.87,3836.11,23772271585916.0,
2025-02-27,NQX,4110.19,4264.79,4108.17,25212564121538.0,286756409.0
2025-12-16,NQX,5026.59,5037.75,4984.66,31088139590886.0,
2025-03-05,NQX,4125.69,4137.74,4036.51,25307657405558.0,582637926.0
2025-02-20,NQX,4413.61,4429.67,4375.75,27073795500103.0,4804232465.0
2025-12-17,NQX,4929.52,5038.62,4929.52,30487806077096.0,
2025-12-18,NQX,5003.87,5032.8,4984.29,30947654840253.0,
2025-12-19,NQX,5069.24,5070.97,5026.86,31350682336873.0,
2025-12-22,NQX,5092.34,5110.92,5080.37,32644443946516.0,1984463971.0
2025-12-23,NQX,5117.57,5118.0,5080.65,32806153130885.0,
2025-12-24,NQX,5131.23,5133.02,5111.37,32893741371927.0,282056170.0
2025-12-26,NQX,5128.88,5143.34,5124.06,32878668541385.0,
2023-03-02,NQX,2408.97,2414.92,2366.02,13970701703717.0,2448969517.0
2025-12-29,NQX,5105.11,5119.6,5088.2,32726316988463.0,832771645.0
2020-07-20,NQX,2190.42,2194.3,2124.38,12320576827784.0,
2025-12-30,NQX,5092.51,5115.52,5091.38,32645545052592.0,
2025-12-31,NQX,5049.97,5096.75,5048.99,32372824453491.0,1284897637.0
2022-05-17,NQX,2512.82,2514.6,2466.8,14845286649561.0,
2022-06-08,NQX,2523.03,2555.33,2515.71,14904563933780.0,108320936.0
2026-01-02,NQX,5041.23,5119.53,5017.27,32316823842085.0,3623795069.0
2022-12-06,NQX,2309.94,2358.19,2297.72,13570416743334.0,42819836.0
2022-12-28,NQX,2135.87,2179.73,2134.24,12386845914385.0,310589940.0
2026-01-05,NQX,5080.26,5104.1,5070.93,32567028764026.0,
2022-01-31,NQX,2986.01,2986.88,2888.58,17648063874709.0,
2022-12-09,NQX,2312.67,2341.42,2310.08,13586444555065.0,
2026-01-06,NQX,5127.94,5130.95,5085.63,32872662243532.0,
2026-01-07,NQX,5130.78,5162.6,5118.48,32890855864370.0,
2026-01-08,NQX,5101.42,5124.45,5080.04,32702651732124.0,
2026-01-09,NQX,5153.25,5162.29,5091.19,33034915094620.0,716769492.0
2026-01-12,NQX,5157.53,5170.06,5120.46,33062358987118.0,
2026-01-13,NQX,5148.39,5174.64,5128.42,33003753301685.0,
2026-01-14,NQX,5093.19,5124.84,5053.24,32641127684739.0,2140624367.0
2026-01-15,NQX,5109.42,5156.21,5104.08,32745117504229.0,
2026-01-16,NQX,5105.85,5147.18,5088.86,32722287504365.0,
2026-01-20,NQX,4997.51,5055.96,4990.84,32953666184843.0,
2026-01-21,NQX,5065.32,5099.77,4998.8,33400759543512.0,
2026-01-22,NQX,5103.67,5115.3,5079.9,33653666678473.0,
2026-01-23,NQX,5121.09,5141.95,5087.0,33768554112908.0,
2019-09-10,NQX,1562.95,1563.52,1548.72,8807781525222.0,
2019-09-09,NQX,1566.48,1575.48,1559.17,8827686664049.0,
2019-12-27,NQX,1754.2,1762.22,1749.97,9837929949667.0,
2019-10-16,NQX,1584.04,1588.35,1579.66,8887750315136.0,
2019-07-30,NQX,1590.49,1596.64,1584.69,8930350482943.0,754682111.0
2026-01-26,NQX,5142.64,5159.4,5115.79,33910646611676.0,
2022-12-05,NQX,2357.36,2391.47,2346.43,13849016799717.0,138522988.0
2026-01-27,NQX,5187.95,5196.52,5158.37,34209400757547.0,
2026-01-28,NQX,5204.56,5233.02,5194.93,34344807190124.0,693723402.0
2019-01-09,NQX,1320.14,1326.21,1309.89,7549775903329.0,127416187.0
2026-01-29,NQX,5176.86,5209.27,5083.71,34162022258017.0,491761420.0
2026-01-30,NQX,5110.48,5164.66,5091.27,33723969898818.0,3331097374.0
2026-02-02,NQX,5147.72,5166.62,5095.7,33969752033206.0,
2018-12-19,NQX,1268.59,1315.08,1256.94,7301296612078.0,
2018-07-13,NQX,1475.16,1477.55,1469.79,8351385343290.0,
2018-05-29,NQX,1385.31,1392.93,1377.42,7898553427571.0,917825245.0
2026-02-03,NQX,5067.72,5168.0,5022.49,33441841878814.0,
2022-07-01,NQX,2317.14,2318.58,2275.69,13632827448205.0,
2022-05-27,NQX,2536.28,2536.52,2481.06,14982887389440.0,787970115.0
2021-02-12,NQX,2761.54,2763.23,2731.36,15771400965177.0,101095388.0
2026-02-04,NQX,4978.25,5055.02,4936.24,32851388191728.0,
2022-05-18,NQX,2385.66,2477.99,2377.41,14094060850841.0,3577585773.0
2022-08-24,NQX,2583.57,2599.03,2568.7,15200408376712.0,416244411.0
2026-02-05,NQX,4909.74,4970.9,4891.08,32399294010095.0,
2018-12-10,NQX,1336.55,1342.08,1306.87,7693098339106.0,
2018-11-28,NQX,1382.67,1382.92,1342.66,7958543850200.0,306290355.0
2018-09-13,NQX,1512.34,1515.75,1506.33,8723776078892.0,1045109078.0
2018-07-26,NQX,1480.15,1486.02,1477.14,8538104427077.0,
2018-07-25,NQX,1501.72,1502.28,1481.13,8662515388152.0,
2018-07-20,NQX,1470.05,1479.72,1468.67,8322411094169.0,
2018-10-02,NQX,1525.66,1537.07,1522.05,8764557495484.0,868772911.0
2026-02-06,NQX,5015.15,5026.29,4924.47,33094935488890.0,
2026-02-09,NQX,5053.63,5067.51,4975.26,33348823522263.0,2483767351.0
2026-02-10,NQX,5025.53,5072.62,5022.69,33163387492282.0,1200394213.0
2021-09-03,NQX,3130.57,3133.62,3110.99,18066414842262.0,123731321.0
2026-02-11,NQX,5040.25,5076.57,4996.06,33416999410121.0,309335720.0
2026-02-12,NQX,4937.52,5062.06,4928.76,32735898178744.0,
2021-12-07,NQX,3265.13,3268.73,3225.68,18879919107684.0,58897323.0
2026-02-13,NQX,4946.55,4984.29,4902.99,32795727826483.0,4002957073.0
2026-02-17,NQX,4940.32,4963.66,4877.49,32754442249871.0,1370676740.0
2021-02-10,NQX,2731.05,2754.18,2706.39,15597294262085.0,
2026-02-18,NQX,4979.77,5011.44,4939.34,33016025269767.0,284269907.0
2021-03-11,NQX,2610.58,2623.57,2584.0,14909258079828.0,1104792375.0
2021-08-31,NQX,3116.5,3120.89,3104.56,17985221111035.0,1095028428.0
2026-02-19,NQX,4959.47,4978.02,4938.2,32881397574667.0,5026644348.0
2021-08-13,NQX,3027.34,3030.08,3015.86,17439357065640.0,195938306.0
2026-02-20,NQX,5002.52,5015.5,4926.76,33166859126377.0,173277288.0
2024-09-23,NQX,3970.44,3978.55,3959.54,23489612494223.0,
2023-12-20,NQX,3310.83,3372.14,3310.41,19359296361910.0,
2021-05-13,NQX,2621.83,2645.33,2601.35,14978149715681.0,550542543.0
2021-07-12,NQX,2975.58,2979.89,2962.76,16994641138352.0,
2026-02-23,NQX,4941.79,4997.07,4923.67,32764181967720.0,438886462.0
2026-02-24,NQX,4995.41,5004.59,4928.74,33119687009415.0,
2024-01-31,NQX,3427.45,3475.1,3425.75,20030630863464.0,348574554.0
2023-02-03,NQX,2514.67,2565.74,2504.16,14583692889148.0,221522921.0
2023-01-20,NQX,2323.81,2324.63,2265.91,13476772277299.0,
2023-01-05,NQX,2148.24,2168.47,2145.68,12458611560781.0,389316301.0
2026-02-25,NQX,5065.81,5068.81,5027.46,33616917524612.0,84813649.0
2026-02-26,NQX,5006.87,5057.65,4964.11,33225836216335.0,320898080.0
2020-02-10,NQX,1903.37,1903.55,1874.64,10674521996704.0,309549124.0
2024-02-20,NQX,3509.22,3531.4,3479.88,20508521658412.0,
2026-02-27,NQX,4992.01,4997.59,4949.45,33127177594828.0,3849961801.0
2024-11-01,NQX,4006.63,4032.51,3990.2,23738842424630.0,804397778.0
2024-02-08,NQX,3556.63,3562.82,3545.71,20785617773928.0,1897020120.0
2026-03-02,NQX,4998.52,5011.83,4915.13,33170398576037.0,757326740.0
2026-03-03,NQX,4944.02,4962.05,4863.18,32808712639337.0,961324230.0
2024-02-16,NQX,3537.2,3572.83,3532.68,20672023712398.0,573111542.0
2023-08-11,NQX,3005.61,3020.51,2994.73,17428284688026.0,2733454325.0
2026-03-04,NQX,5018.74,5035.87,4959.15,33304548182210.0,924875394.0
2024-11-06,NQX,4156.27,4161.41,4105.33,24625434124095.0,
2024-06-24,NQX,3894.92,3944.64,3894.51,23028264104613.0,3805538032.0
2024-06-18,NQX,3981.77,3988.1,3967.57,23587905739518.0,410131812.0
2023-10-09,NQX,3009.43,3014.13,2963.27,17413525924914.0,
2020-12-07,NQX,2519.29,2522.0,2504.62,14209463813997.0,48024113.0
2020-07-14,NQX,2137.9,2140.38,2074.14,12014812810059.0,
2024-04-25,NQX,3486.1,3494.89,3434.58,20651565456570.0,805111558.0
2024-06-10,NQX,3814.93,3817.96,3788.14,22599570402669.0,1400610594.0
2024-05-15,NQX,3719.33,3721.51,3671.86,22033210941411.0,3374853327.0
2023-11-01,NQX,2932.98,2935.57,2888.38,16971162619635.0,196326759.0
