close,high,low,open,time,volume,date
19.5787,19.7439,19.4744,19.5222,1603166400,4748200.0,2020-10-20 04:00:00
19.1006,19.7222,19.0919,19.5918,1603252800,6865800.0,2020-10-21 04:00:00
19.1658,19.2179,18.9093,19.1484,1603339200,5173800.0,2020-10-22 04:00:00
19.5613,19.6048,19.144,19.2744,1603425600,5066200.0,2020-10-23 04:00:00
19.3646,19.3821,19.1198,19.1985,1603684800,6025200.0,2020-10-26 04:00:00
19.0499,19.4827,19.0281,19.4171,1603771200,4665600.0,2020-10-27 04:00:00
18.7701,18.9625,18.6478,18.7046,1603857600,6437400.0,2020-10-28 04:00:00
18.8488,19.0805,18.6084,18.7789,1603944000,4581600.0,2020-10-29 04:00:00
18.8969,19.0149,18.6346,18.7439,1604030400,6036600.0,2020-10-30 04:00:00
19.4608,19.4739,19.0892,19.0892,1604293200,5390600.0,2020-11-02 05:00:00
20.2039,20.2957,19.6968,19.6968,1604379600,6248400.0,2020-11-03 05:00:00
20.37,20.8727,20.2782,20.4181,1604466000,8081400.0,2020-11-04 05:00:00
20.2564,20.829,20.2345,20.7241,1604552400,6534400.0,2020-11-05 05:00:00
20.5361,20.6017,20.1252,20.287,1604638800,4273200.0,2020-11-06 05:00:00
20.1034,21.5765,20.0684,21.2705,1604898000,7809800.0,2020-11-09 05:00:00
20.44,20.6192,19.8761,19.911,1604984400,7501800.0,2020-11-10 05:00:00
20.6498,20.7022,20.2913,20.5973,1605070800,4179000.0,2020-11-11 05:00:00
20.252,20.5973,20.1121,20.5536,1605157200,5177600.0,2020-11-12 05:00:00
20.7765,20.8377,20.4006,20.4531,1605243600,4312000.0,2020-11-13 05:00:00
21.2486,21.2486,20.7022,20.8727,1605502800,4509200.0,2020-11-16 05:00:00
20.8334,21.1088,20.746,21.0082,1605589200,4713400.0,2020-11-17 05:00:00
20.8115,21.0476,20.7328,20.8552,1605675600,5311400.0,2020-11-18 05:00:00
20.9733,21.017,20.5143,20.7634,1605762000,3694000.0,2020-11-19 05:00:00
20.676,21.0301,20.6323,20.9077,1605848400,10313200.0,2020-11-20 05:00:00
20.9427,20.9689,20.5711,20.711,1606107600,9417200.0,2020-11-23 05:00:00
21.3929,21.4803,20.8203,21.0388,1606194000,7517200.0,2020-11-24 05:00:00
21.0651,21.3973,20.9121,21.323,1606280400,4345400.0,2020-11-25 05:00:00
21.2355,21.3317,21.0388,21.0913,1606453200,3310600.0,2020-11-27 05:00:00
21.6158,21.6508,21.1175,21.2137,1606712400,12348000.0,2020-11-30 05:00:00
21.3823,21.8582,21.3382,21.8185,1606798800,6851400.0,2020-12-01 05:00:00
20.968,21.4528,20.8931,21.2897,1606885200,4677400.0,2020-12-02 05:00:00
20.8755,21.1575,20.8138,20.9195,1606971600,6003600.0,2020-12-03 05:00:00
21.1751,21.3558,20.946,20.968,1607058000,6777200.0,2020-12-04 05:00:00
21.4528,21.5938,21.0297,21.1531,1607317200,6665200.0,2020-12-07 05:00:00
21.6379,21.748,21.2236,21.3162,1607403600,5769600.0,2020-12-08 05:00:00
21.8714,21.9684,21.6026,21.607,1607490000,6378000.0,2020-12-09 05:00:00
21.325,21.8318,21.2985,21.7128,1607576400,5076000.0,2020-12-10 05:00:00
