close,high,low,open,time,volume,date
193.9239,197.2986,193.3017,196.865,1603166400,607200.0,2020-10-20 04:00:00
194.4706,196.8838,193.839,193.9615,1603252800,607000.0,2020-10-21 04:00:00
191.6521,194.1407,189.9647,193.528,1603339200,884900.0,2020-10-22 04:00:00
191.5201,194.6498,190.6057,193.3866,1603425600,842900.0,2020-10-23 04:00:00
187.5327,190.8131,185.7416,189.1446,1603684800,942600.0,2020-10-26 04:00:00
187.2027,188.9938,185.8264,188.5413,1603771200,739200.0,2020-10-27 04:00:00
179.6237,184.9875,179.5577,183.3661,1603857600,1554800.0,2020-10-28 04:00:00
190.37,192.3779,179.3032,179.4823,1603944000,1351500.0,2020-10-29 04:00:00
185.8735,189.4745,184.139,187.1179,1604030400,1047300.0,2020-10-30 04:00:00
190.634,191.5672,187.4195,188.3433,1604293200,817900.0,2020-11-02 05:00:00
198.788,200.2208,192.7832,193.3017,1604379600,1188100.0,2020-11-03 05:00:00
207.8847,209.063,198.5146,202.0213,1604466000,1356800.0,2020-11-04 05:00:00
215.0206,215.803,210.081,210.081,1604552400,1276400.0,2020-11-05 05:00:00
218.3953,219.9036,212.7771,215.7559,1604638800,696000.0,2020-11-06 05:00:00
218.9986,228.6891,218.6309,224.0795,1604898000,1135000.0,2020-11-09 05:00:00
210.9012,218.9515,210.3356,216.8117,1604984400,1071600.0,2020-11-10 05:00:00
220.1204,220.7048,212.7582,214.1816,1605070800,994800.0,2020-11-11 05:00:00
219.8847,222.5901,218.0465,221.6475,1605157200,895300.0,2020-11-12 05:00:00
223.4239,227.9851,222.8656,224.4175,1605243600,892700.0,2020-11-13 05:00:00
228.7989,229.5465,223.6794,224.8812,1605502800,882800.0,2020-11-16 05:00:00
228.8557,230.7294,226.8306,229.433,1605589200,1401200.0,2020-11-17 05:00:00
227.4363,231.6,227.0672,230.5307,1605675600,832200.0,2020-11-18 05:00:00
230.6631,231.2499,223.3387,223.4428,1605762000,716400.0,2020-11-19 05:00:00
229.5466,234.1078,229.4614,231.1931,1605848400,583000.0,2020-11-20 05:00:00
236.8047,236.994,229.6317,230.2184,1606107600,720400.0,2020-11-23 05:00:00
236.7384,238.1863,234.4957,237.2873,1606194000,750200.0,2020-11-24 05:00:00
235.584,237.6186,233.8522,236.5776,1606280400,547200.0,2020-11-25 05:00:00
240.4858,242.4636,237.628,237.628,1606453200,335500.0,2020-11-27 05:00:00
238.4418,243.1923,235.0824,243.1923,1606712400,1017600.0,2020-11-30 05:00:00
242.88,244.8294,239.0285,240.7982,1606798800,903500.0,2020-12-01 05:00:00
242.5583,244.6402,240.6184,241.101,1606885200,849000.0,2020-12-02 05:00:00
243.5709,247.7914,243.2491,244.7632,1606971600,518600.0,2020-12-03 05:00:00
249.5421,249.9868,244.2238,244.29,1607058000,749000.0,2020-12-04 05:00:00
252.381,253.545,248.6904,250.99,1607317200,693400.0,2020-12-07 05:00:00
252.6081,254.3115,250.4789,252.7406,1607403600,712700.0,2020-12-08 05:00:00
242.7192,254.4535,240.2115,252.2959,1607490000,1197100.0,2020-12-09 05:00:00
242.2366,245.208,239.9749,241.4512,1607576400,1009700.0,2020-12-10 05:00:00
243.798,244.0345,238.7163,239.9843,1607662800,1124300.0,2020-12-11 05:00:00
246.1637,249.7029,243.6466,243.6466,1607922000,1039500.0,2020-12-14 05:00:00
246.9965,250.5736,245.6527,249.8165,1608008400,774100.0,2020-12-15 05:00:00
246.5612,247.4697,243.921,247.3372,1608094800,699100.0,2020-12-16 05:00:00
245.7379,249.2108,243.8736,248.7661,1608181200,1355100.0,2020-12-17 05:00:00
248.0753,248.7661,243.4667,244.8578,1608267600,2220200.0,2020-12-18 05:00:00
246.7694,247.9806,244.1481,244.8294,1608526800,1023200.0,2020-12-21 05:00:00
243.7601,246.987,242.5015,245.9839,1608613200,753400.0,2020-12-22 05:00:00
