close,high,low,open,time,volume,date
92.4906,93.4531,90.6714,91.7302,1603166400,1783000.0,2020-10-20 04:00:00
91.5858,92.4232,90.7773,91.9516,1603252800,1512200.0,2020-10-21 04:00:00
97.0434,97.4188,92.0574,92.5002,1603339200,3033000.0,2020-10-22 04:00:00
97.9482,98.4391,96.4274,97.9,1603425600,2032600.0,2020-10-23 04:00:00
92.4232,95.7825,90.8831,95.7728,1603684800,2912900.0,2020-10-26 04:00:00
89.9591,93.2414,89.8532,92.8563,1603771200,2512000.0,2020-10-27 04:00:00
86.5998,89.0543,85.5892,88.1399,1603857600,4302400.0,2020-10-28 04:00:00
89.8339,90.2575,85.6758,86.6191,1603944000,2728900.0,2020-10-29 04:00:00
89.4008,90.5077,87.1581,88.6019,1604030400,2732200.0,2020-10-30 04:00:00
89.4201,89.8917,88.1688,89.5163,1604293200,2320100.0,2020-11-02 05:00:00
92.4906,93.5494,90.373,90.7291,1604379600,2658400.0,2020-11-03 05:00:00
94.3675,96.7931,91.5665,93.7708,1604466000,3274500.0,2020-11-04 05:00:00
97.13,99.0358,94.4541,95.0317,1604552400,3572800.0,2020-11-05 05:00:00
99.9984,100.7299,97.6979,98.1792,1604638800,4168000.0,2020-11-06 05:00:00
113.8686,126.9592,109.3447,118.4407,1604898000,14217300.0,2020-11-09 05:00:00
114.0419,115.3124,111.5777,112.8098,1604984400,4883900.0,2020-11-10 05:00:00
112.0302,113.7723,110.7596,113.1371,1605070800,3846800.0,2020-11-11 05:00:00
111.0195,111.9531,107.6795,110.3072,1605157200,3113900.0,2020-11-12 05:00:00
115.5049,115.6301,111.3179,111.9532,1605243600,2804700.0,2020-11-13 05:00:00
119.1241,120.9914,117.0931,120.9914,1605502800,4596300.0,2020-11-16 05:00:00
118.1808,119.0278,115.8515,118.999,1605589200,2924400.0,2020-11-17 05:00:00
115.8322,119.5668,115.7167,117.6803,1605675600,2370100.0,2020-11-18 05:00:00
116.5733,117.1509,115.0525,115.8418,1605762000,2034800.0,2020-11-19 05:00:00
114.8119,117.3434,114.7445,116.1306,1605848400,5292100.0,2020-11-20 05:00:00
118.4792,118.7968,116.0536,116.4193,1606107600,2183300.0,2020-11-23 05:00:00
126.0063,126.4298,120.6642,121.5593,1606194000,5305200.0,2020-11-24 05:00:00
124.3796,125.371,122.9743,125.0052,1606280400,2086600.0,2020-11-25 05:00:00
123.5422,125.8426,122.4352,123.2053,1606453200,1365800.0,2020-11-27 05:00:00
122.1176,123.5036,120.2021,123.1282,1606712400,2094500.0,2020-11-30 05:00:00
123.7058,124.8127,122.8876,124.6491,1606798800,1891300.0,2020-12-01 05:00:00
123.8983,125.7464,122.8972,123.3111,1606885200,1955100.0,2020-12-02 05:00:00
127.3634,129.6254,124.2641,125.0919,1606971600,2694000.0,2020-12-03 05:00:00
130.5302,130.7516,127.7966,128.634,1607058000,1923200.0,2020-12-04 05:00:00
127.9794,130.2221,127.2094,129.8275,1607317200,1766100.0,2020-12-07 05:00:00
127.5848,129.1441,126.141,126.5741,1607403600,1552800.0,2020-12-08 05:00:00
125.5827,129.3078,124.4758,128.9131,1607490000,2786900.0,2020-12-09 05:00:00
126.834,127.45,124.0523,124.9956,1607576400,1791300.0,2020-12-10 05:00:00
123.6961,126.8725,122.8587,125.7656,1607662800,2171900.0,2020-12-11 05:00:00
121.8769,126.5068,121.6941,126.372,1607922000,1889000.0,2020-12-14 05:00:00
125.4768,125.602,122.0887,124.5047,1608008400,1811500.0,2020-12-15 05:00:00
125.5539,126.0159,123.9175,125.7079,1608094800,1752500.0,2020-12-16 05:00:00
125.4095,127.4404,123.8502,125.8811,1608181200,1818200.0,2020-12-17 05:00:00
123.9945,126.0062,123.4651,125.4576,1608267600,3376400.0,2020-12-18 05:00:00
122.5507,123.3496,119.1433,121.078,1608526800,2186900.0,2020-12-21 05:00:00
121.5304,122.5122,119.7786,121.7999,1608613200,1497400.0,2020-12-22 05:00:00
123.7924,124.2448,121.9925,122.3005,1608699600,1624400.0,2020-12-23 05:00:00
123.9272,124.1485,122.724,123.802,1608786000,592100.0,2020-12-24 05:00:00
123.5133,125.679,123.3207,125.371,1609131600,1330200.0,2020-12-28 05:00:00
124.1678,126.4105,123.5903,124.6394,1609218000,1685100.0,2020-12-29 05:00:00
125.5827,126.4298,123.6865,124.3699,1609304400,1284400.0,2020-12-30 05:00:00
126.9784,127.556,124.0042,125.4095,1609390800,1537300.0,2020-12-31 05:00:00
120.0962,127.1613,118.7391,126.5838,1609736400,3992000.0,2021-01-04 05:00:00
121.3668,122.5411,118.9508,119.2877,1609822800,1428900.0,2021-01-05 05:00:00
124.5432,125.833,120.1636,120.1636,1609909200,2280000.0,2021-01-06 05:00:00
125.4672,126.2757,124.3025,124.418,1609995600,1909800.0,2021-01-07 05:00:00
124.832,127.2383,124.1486,126.2854,1610082000,1485400.0,2021-01-08 05:00:00
123.8405,124.4084,122.3101,122.9646,1610341200,1692300.0,2021-01-11 05:00:00
122.6181,123.7828,121.3764,123.0994,1610427600,2927900.0,2021-01-12 05:00:00
121.7711,122.5507,119.7305,122.0598,1610514000,2715000.0,2021-01-13 05:00:00
124.1004,125.7367,122.493,123.5421,1610600400,1886600.0,2021-01-14 05:00:00
122.0502,123.571,121.0299,123.4266,1610686800,1698100.0,2021-01-15 05:00:00
122.108,123.4266,120.7604,122.5604,1611032400,1587300.0,2021-01-19 05:00:00
121.9828,122.8587,120.3465,121.3091,1611118800,1990100.0,2021-01-20 05:00:00
121.8769,122.9069,119.8556,121.2898,1611205200,1771600.0,2021-01-21 05:00:00
118.2963,121.5401,118.1808,120.5775,1611291600,2155300.0,2021-01-22 05:00:00
115.1392,117.9979,112.521,117.8054,1611550800,4417500.0,2021-01-25 05:00:00
115.9284,116.891,114.8311,115.8707,1611637200,1966400.0,2021-01-26 05:00:00
113.0697,115.8803,111.6066,114.244,1611723600,3939600.0,2021-01-27 05:00:00
116.1883,118.8449,115.5145,115.5145,1611810000,3559900.0,2021-01-28 05:00:00
111.9531,115.4761,111.1735,115.2643,1611896400,4896800.0,2021-01-29 05:00:00
113.3392,115.2835,112.6943,113.5317,1612155600,2227400.0,2021-02-01 05:00:00
117.5263,117.969,114.5327,114.9948,1612242000,2591700.0,2021-02-02 05:00:00
118.7294,120.0962,117.2856,117.43,1612328400,2256800.0,2021-02-03 05:00:00
120.7508,121.1358,118.6909,119.3647,1612414800,1868900.0,2021-02-04 05:00:00
124.6298,124.6683,122.2235,122.2331,1612501200,2807100.0,2021-02-05 05:00:00
124.2544,125.9196,121.954,125.2747,1612760400,2187800.0,2021-02-08 05:00:00
122.2908,124.4469,121.3764,124.4469,1612846800,1404100.0,2021-02-09 05:00:00
122.0021,124.1004,121.4342,122.3101,1612933200,1699900.0,2021-02-10 05:00:00
121.9058,123.9175,120.3465,122.7817,1613019600,1929300.0,2021-02-11 05:00:00
124.6298,124.9282,120.8566,121.0299,1613106000,1741100.0,2021-02-12 05:00:00
125.5154,126.1795,123.7635,125.14,1613451600,2443800.0,2021-02-16 05:00:00
126.4201,128.2682,122.7529,123.5903,1613538000,2904800.0,2021-02-17 05:00:00
127.0361,127.7965,122.7625,123.4555,1613624400,2620400.0,2021-02-18 05:00:00
131.1751,132.4264,126.3624,126.3624,1613710800,2855700.0,2021-02-19 05:00:00
137.2198,139.9823,133.4755,133.9857,1613970000,5314900.0,2021-02-22 05:00:00
143.948,144.0635,136.8252,139.5685,1614056400,5632800.0,2021-02-23 05:00:00
151.6002,151.6964,143.794,143.8999,1614142800,5865800.0,2021-02-24 05:00:00
144.4678,153.9874,143.2261,150.4067,1614229200,5147300.0,2021-02-25 05:00:00
142.5235,146.5276,140.3385,144.6507,1614315600,4107600.0,2021-02-26 05:00:00
142.9084,145.3725,142.4272,145.3725,1614574800,2284600.0,2021-03-01 05:00:00
143.3705,144.1694,140.4059,141.6283,1614661200,2892900.0,2021-03-02 05:00:00
140.8294,144.6988,140.8005,143.9095,1614747600,2334300.0,2021-03-03 05:00:00
139.3471,142.0903,134.3707,141.7149,1614834000,4121800.0,2021-03-04 05:00:00
141.4165,141.8689,133.7643,141.1663,1614920400,3040600.0,2021-03-05 05:00:00
144.8047,147.3169,140.839,143.9673,1615179600,3123700.0,2021-03-08 05:00:00
141.4936,145.7384,141.1663,145.5748,1615266000,2955900.0,2021-03-09 05:00:00
141.6283,145.1608,141.3299,141.8785,1615352400,2262500.0,2021-03-10 05:00:00
143.255,144.9972,140.3,141.6283,1615438800,2247300.0,2021-03-11 05:00:00
144.5737,146.2196,142.5716,143.7555,1615525200,1688100.0,2021-03-12 05:00:00
147.8078,148.2795,144.6218,146.7779,1615780800,2564800.0,2021-03-15 04:00:00
144.9876,148.3757,143.9384,147.8078,1615867200,1720100.0,2021-03-16 04:00:00
150.1083,150.3008,144.1598,144.2368,1615953600,2756600.0,2021-03-17 04:00:00
148.5105,151.735,146.4025,148.78,1616040000,2840000.0,2021-03-18 04:00:00
146.5758,147.6923,143.4571,146.8742,1616126400,5444000.0,2021-03-19 04:00:00
145.825,146.5469,143.7844,144.9106,1616385600,2595600.0,2021-03-22 04:00:00
137.0851,144.0924,136.1033,144.0731,1616472000,4233200.0,2021-03-23 04:00:00
137.9129,142.1192,137.8262,138.7984,1616558400,2869500.0,2021-03-24 04:00:00
141.0797,141.455,134.1879,136.5268,1616644800,2135000.0,2021-03-25 04:00:00
141.3203,142.0133,137.4605,141.8304,1616731200,2726400.0,2021-03-26 04:00:00
139.1835,141.3011,137.7878,140.531,1616990400,2578000.0,2021-03-29 04:00:00
142.6775,144.0732,139.1161,139.3663,1617076800,2753500.0,2021-03-30 04:00:00
142.562,144.7084,141.5224,143.3801,1617163200,2352400.0,2021-03-31 04:00:00
142.716,143.7363,141.0797,142.716,1617249600,2082400.0,2021-04-01 04:00:00
145.2763,147.4902,144.6122,144.8625,1617595200,2352400.0,2021-04-05 04:00:00
