close,high,low,open,time,volume,date
144.71,165.0,141.25,146.0,1607576400,70447500.0,2020-12-10 05:00:00
139.25,151.5,135.1,146.55,1607662800,26980800.0,2020-12-11 05:00:00
130.0,135.3,125.16,135.0,1607922000,16966100.0,2020-12-14 05:00:00
124.8,127.6,121.5,126.69,1608008400,10914400.0,2020-12-15 05:00:00
137.99,142.0,124.91,125.83,1608094800,20409600.0,2020-12-16 05:00:00
147.05,152.45,142.67,143.0,1608181200,15054700.0,2020-12-17 05:00:00
157.3,159.0,150.3,150.45,1608267600,15954200.0,2020-12-18 05:00:00
163.02,172.0,145.11,155.31,1608526800,17788100.0,2020-12-21 05:00:00
163.19,174.97,161.05,170.0,1608613200,9872600.0,2020-12-22 05:00:00
158.01,168.25,155.5,162.814,1608699600,5852500.0,2020-12-23 05:00:00
154.84,162.79,154.112,159.16,1608786000,3621400.0,2020-12-24 05:00:00
149.0,163.64,147.52,158.6,1609131600,6229200.0,2020-12-28 05:00:00
150.0,151.651,143.12,150.0,1609218000,5402300.0,2020-12-29 05:00:00
148.43,152.813,145.6,151.34,1609304400,3462400.0,2020-12-30 05:00:00
146.8,147.89,144.51,146.9,1609390800,2795800.0,2020-12-31 05:00:00
139.15,151.005,137.0,150.99,1609736400,6409900.0,2021-01-04 05:00:00
148.3,149.0,137.25,138.28,1609822800,5974200.0,2021-01-05 05:00:00
142.77,148.35,141.11,145.75,1609909200,4213900.0,2021-01-06 05:00:00
151.27,154.42,145.261,146.37,1609995600,4482800.0,2021-01-07 05:00:00
149.77,155.54,147.25,153.45,1610082000,4615600.0,2021-01-08 05:00:00
148.13,150.5,144.02,147.99,1610341200,2801900.0,2021-01-11 05:00:00
160.8,163.88,143.61,148.08,1610427600,8123600.0,2021-01-12 05:00:00
169.99,178.62,159.35,160.81,1610514000,12529700.0,2021-01-13 05:00:00
180.5,187.42,174.975,175.54,1610600400,9926500.0,2021-01-14 05:00:00
169.27,185.995,164.86,184.58,1610686800,8575700.0,2021-01-15 05:00:00
173.69,178.6,166.6,173.0,1611032400,4685400.0,2021-01-19 05:00:00
161.83,176.31,161.0,176.01,1611118800,8517400.0,2021-01-20 05:00:00
180.4,183.47,155.33,164.99,1611205200,17618400.0,2021-01-21 05:00:00
181.87,185.307,175.19,178.09,1611291600,7136800.0,2021-01-22 05:00:00
177.53,192.47,170.03,186.05,1611550800,7472900.0,2021-01-25 05:00:00
192.74,193.0,177.3,180.0,1611637200,6460900.0,2021-01-26 05:00:00
201.25,216.0,185.5,187.64,1611723600,11019800.0,2021-01-27 05:00:00
187.37,212.84,187.05,202.6,1611810000,7077700.0,2021-01-28 05:00:00
183.63,193.5,179.31,190.71,1611896400,4529800.0,2021-01-29 05:00:00
180.44,188.82,179.74,187.48,1612155600,3877400.0,2021-02-01 05:00:00
179.17,186.479,177.11,183.22,1612242000,4413600.0,2021-02-02 05:00:00
185.72,190.9,180.0,181.98,1612328400,4169000.0,2021-02-03 05:00:00
195.8,195.99,186.19,187.07,1612414800,3631500.0,2021-02-04 05:00:00
195.31,197.25,190.25,197.0,1612501200,2869700.0,2021-02-05 05:00:00
200.43,201.96,191.5,199.93,1612760400,3488100.0,2021-02-08 05:00:00
199.88,209.22,196.16,199.203,1612846800,4725800.0,2021-02-09 05:00:00
211.66,214.716,202.097,205.48,1612933200,5257200.0,2021-02-10 05:00:00
216.84,219.94,207.0,213.5,1613019600,3595200.0,2021-02-11 05:00:00
212.68,216.94,209.0,214.458,1613106000,3041700.0,2021-02-12 05:00:00
209.86,218.78,209.09,216.24,1613451600,3487900.0,2021-02-16 05:00:00
201.96,208.765,196.02,207.05,1613538000,4090600.0,2021-02-17 05:00:00
198.04,200.36,192.17,199.01,1613624400,2791400.0,2021-02-18 05:00:00
201.07,205.55,200.18,203.95,1613710800,2605800.0,2021-02-19 05:00:00
195.34,205.0,193.5,200.7,1613970000,3674200.0,2021-02-22 05:00:00
187.59,191.67,175.0,189.0,1614056400,5902400.0,2021-02-23 05:00:00
200.2,208.145,189.0,190.98,1614142800,5983500.0,2021-02-24 05:00:00
182.06,199.8,180.0,197.41,1614229200,11568500.0,2021-02-25 05:00:00
206.35,214.1,185.75,194.18,1614315600,19368600.0,2021-02-26 05:00:00
196.42,199.69,192.62,195.82,1614574800,15798500.0,2021-03-01 05:00:00
189.9,200.0,188.5,195.63,1614661200,9144900.0,2021-03-02 05:00:00
180.4,188.48,178.8,186.97,1614747600,10592900.0,2021-03-03 05:00:00
180.23,183.9,170.87,178.64,1614834000,9993700.0,2021-03-04 05:00:00
179.81,183.5,161.9,182.52,1614920400,8788500.0,2021-03-05 05:00:00
180.81,186.4,177.03,179.992,1615179600,4988500.0,2021-03-08 05:00:00
183.11,189.46,180.72,184.99,1615266000,6079900.0,2021-03-09 05:00:00
183.79,191.0,181.55,184.57,1615352400,6145600.0,2021-03-10 05:00:00
197.87,201.0,188.5,189.9,1615438800,6031200.0,2021-03-11 05:00:00
206.74,208.7,192.2,196.27,1615525200,5556500.0,2021-03-12 05:00:00
209.99,213.74,203.81,209.538,1615780800,4329400.0,2021-03-15 04:00:00
200.01,215.49,198.18,209.11,1615867200,4605600.0,2021-03-16 04:00:00
201.36,203.46,194.44,195.63,1615953600,3781900.0,2021-03-17 04:00:00
191.45,199.9,190.68,196.8,1616040000,3711500.0,2021-03-18 04:00:00
194.39,196.49,187.81,193.01,1616126400,4444600.0,2021-03-19 04:00:00
195.0,203.3,194.71,196.85,1616385600,3740400.0,2021-03-22 04:00:00
187.14,196.75,185.74,195.5,1616472000,3460600.0,2021-03-23 04:00:00
178.85,189.78,178.51,189.0,1616558400,3756100.0,2021-03-24 04:00:00
176.16,179.54,170.5,173.1,1616644800,5264100.0,2021-03-25 04:00:00
174.4,181.0,168.0,178.416,1616731200,3562900.0,2021-03-26 04:00:00
182.5,185.46,173.5,175.36,1616990400,4508800.0,2021-03-29 04:00:00
183.1,185.23,178.38,182.35,1617076800,2903300.0,2021-03-30 04:00:00
187.94,192.275,185.13,185.43,1617163200,3079500.0,2021-03-31 04:00:00
188.24,193.99,185.37,192.5,1617249600,2921400.0,2021-04-01 04:00:00
186.69,192.1,185.81,191.66,1617595200,2591400.0,2021-04-05 04:00:00
190.03,194.48,187.52,188.7,1617681600,3565600.0,2021-04-06 04:00:00
179.94,190.62,179.47,189.38,1617768000,6663500.0,2021-04-07 04:00:00
180.18,183.9,179.3,181.648,1617854400,2625300.0,2021-04-08 04:00:00
179.5,182.46,177.25,179.62,1617940800,2910200.0,2021-04-09 04:00:00
176.49,181.49,176.25,179.68,1618200000,2619800.0,2021-04-12 04:00:00
177.95,178.61,172.14,175.265,1618286400,3573600.0,2021-04-13 04:00:00
176.43,181.467,175.31,179.5,1618372800,2938600.0,2021-04-14 04:00:00
175.35,178.24,174.25,177.0,1618459200,2894900.0,2021-04-15 04:00:00
178.69,179.51,172.94,176.012,1618545600,3058300.0,2021-04-16 04:00:00
174.58,178.72,171.5,177.32,1618804800,3125700.0,2021-04-19 04:00:00
169.57,175.0,165.52,173.184,1618891200,4575000.0,2021-04-20 04:00:00
167.07,170.32,164.12,168.09,1618977600,3878600.0,2021-04-21 04:00:00
170.71,176.92,168.43,168.49,1619064000,3856500.0,2021-04-22 04:00:00
174.25,178.25,172.0,172.919,1619150400,3329900.0,2021-04-23 04:00:00
174.88,176.031,171.07,175.21,1619409600,2549400.0,2021-04-26 04:00:00
177.94,179.61,174.8,176.165,1619496000,2883000.0,2021-04-27 04:00:00
180.0,181.67,173.351,174.437,1619582400,2409700.0,2021-04-28 04:00:00
177.68,183.22,173.35,182.75,1619668800,3116000.0,2021-04-29 04:00:00
172.71,176.45,172.01,173.004,1619755200,3580000.0,2021-04-30 04:00:00
168.11,173.44,167.8,173.19,1620014400,3149700.0,2021-05-03 04:00:00
168.9,169.04,161.96,167.015,1620100800,4658000.0,2021-05-04 04:00:00
162.33,170.18,162.12,169.3,1620187200,3590100.0,2021-05-05 04:00:00
153.64,162.105,150.7,161.91,1620273600,8529000.0,2021-05-06 04:00:00
151.21,157.054,148.78,156.5,1620360000,7134000.0,2021-05-07 04:00:00
146.73,150.5,144.52,150.284,1620619200,5827200.0,2021-05-10 04:00:00
142.73,144.35,136.01,139.1,1620705600,8257400.0,2021-05-11 04:00:00
140.25,144.77,138.75,140.9,1620792000,5307500.0,2021-05-12 04:00:00
135.75,142.329,131.28,142.25,1620878400,13005400.0,2021-05-13 04:00:00
141.2,142.25,131.67,137.68,1620964800,20325400.0,2021-05-14 04:00:00
132.5,137.79,130.253,137.156,1621224000,39755000.0,2021-05-17 04:00:00
135.02,138.4,131.49,134.0,1621310400,18555600.0,2021-05-18 04:00:00
138.19,138.38,129.71,129.95,1621396800,15565500.0,2021-05-19 04:00:00
136.2,138.89,135.65,138.839,1621483200,8903600.0,2021-05-20 04:00:00
134.71,137.17,132.88,136.55,1621569600,10056500.0,2021-05-21 04:00:00
135.91,137.98,134.39,135.5,1621828800,8543600.0,2021-05-24 04:00:00
133.99,137.85,133.56,137.4,1621915200,10435800.0,2021-05-25 04:00:00
134.75,135.76,133.721,134.94,1622001600,8179200.0,2021-05-26 04:00:00
143.17,143.82,134.5,135.07,1622088000,21270200.0,2021-05-27 04:00:00
140.4,145.0,140.25,144.76,1622174400,12000600.0,2021-05-28 04:00:00
144.31,146.089,141.59,143.89,1622520000,16552100.0,2021-06-01 04:00:00
151.0,152.7,144.4,145.35,1622606400,16245100.0,2021-06-02 04:00:00
144.19,151.12,143.8,149.55,1622692800,11083300.0,2021-06-03 04:00:00
150.73,151.57,145.0,145.83,1622779200,8534900.0,2021-06-04 04:00:00
148.97,150.96,146.4,150.96,1623038400,7780200.0,2021-06-07 04:00:00
147.01,150.75,145.8,150.6,1623124800,7125800.0,2021-06-08 04:00:00
144.85,149.36,144.46,148.57,1623211200,5606500.0,2021-06-09 04:00:00
146.12,147.45,141.04,142.15,1623297600,9482500.0,2021-06-10 04:00:00
148.44,148.95,145.2,145.87,1623384000,4819900.0,2021-06-11 04:00:00
149.21,149.6,146.85,149.25,1623643200,6107500.0,2021-06-14 04:00:00
151.78,153.74,148.84,149.2,1623729600,12007700.0,2021-06-15 04:00:00
149.15,152.35,146.92,150.95,1623816000,9632800.0,2021-06-16 04:00:00
150.7,152.29,148.612,148.99,1623902400,8171300.0,2021-06-17 04:00:00
152.52,154.8,149.4,150.38,1623988800,11628900.0,2021-06-18 04:00:00
149.7,152.61,145.83,152.52,1624248000,8040200.0,2021-06-21 04:00:00
149.68,151.647,148.4,149.75,1624334400,5790400.0,2021-06-22 04:00:00
151.58,154.59,147.8,149.76,1624420800,9335700.0,2021-06-23 04:00:00
150.73,153.627,149.86,152.67,1624507200,8173400.0,2021-06-24 04:00:00
149.67,153.17,149.28,151.23,1624593600,6452400.0,2021-06-25 04:00:00
149.94,150.93,147.08,148.615,1624852800,6451000.0,2021-06-28 04:00:00
146.08,149.94,145.77,149.75,1624939200,7479000.0,2021-06-29 04:00:00
153.14,154.09,144.245,145.545,1625025600,9798600.0,2021-06-30 04:00:00
153.08,157.41,151.41,154.5,1625112000,9787100.0,2021-07-01 04:00:00
150.23,154.95,149.56,153.31,1625198400,4826500.0,2021-07-02 04:00:00
148.37,152.8,147.81,150.08,1625544000,5069400.0,2021-07-06 04:00:00
143.72,148.94,143.6,148.15,1625630400,5650900.0,2021-07-07 04:00:00
142.53,143.73,139.53,140.43,1625716800,4827200.0,2021-07-08 04:00:00
149.64,150.26,143.3,143.3,1625803200,7065100.0,2021-07-09 04:00:00
146.69,150.42,146.01,148.99,1626062400,3276300.0,2021-07-12 04:00:00
143.41,147.695,143.0,147.695,1626148800,5871500.0,2021-07-13 04:00:00
139.09,144.2,139.04,143.86,1626235200,8545500.0,2021-07-14 04:00:00
