close,high,low,open,time,volume,date
194.7541,196.271,193.2878,194.7204,1603166400,1950100.0,2020-10-20 04:00:00
192.9591,194.7626,191.754,193.3721,1603252800,1978700.0,2020-10-21 04:00:00
192.1248,193.7681,190.591,192.2259,1603339200,2172900.0,2020-10-22 04:00:00
191.4337,193.8861,190.709,192.7484,1603425600,2104200.0,2020-10-23 04:00:00
189.5208,192.3355,186.9083,190.4731,1603684800,3087100.0,2020-10-26 04:00:00
188.3157,190.4141,188.046,189.664,1603771200,1934400.0,2020-10-27 04:00:00
182.3492,186.2931,181.9699,184.5739,1603857600,2874000.0,2020-10-28 04:00:00
183.5627,185.678,177.2086,180.0317,1603944000,2994100.0,2020-10-29 04:00:00
182.8211,183.0992,180.3098,182.2143,1604030400,3262500.0,2020-10-30 04:00:00
185.5768,187.3971,183.0402,186.7145,1604293200,2029000.0,2020-11-02 05:00:00
185.4504,187.9954,184.102,186.883,1604379600,2533600.0,2020-11-03 05:00:00
194.1052,198.8666,189.6977,190.7006,1604466000,3810000.0,2020-11-04 05:00:00
195.4873,197.0547,193.8271,197.0042,1604552400,2070300.0,2020-11-05 05:00:00
195.2345,196.5323,193.8608,196.0688,1604638800,2028500.0,2020-11-06 05:00:00
198.0407,206.2994,197.198,204.732,1604898000,2996200.0,2020-11-09 05:00:00
203.6027,207.1759,201.8077,205.6253,1604984400,3742800.0,2020-11-10 05:00:00
202.8359,207.0327,200.9903,204.3781,1605070800,2244800.0,2020-11-11 05:00:00
199.8442,203.0044,198.5801,202.7179,1605157200,2438200.0,2020-11-12 05:00:00
201.3884,202.4319,199.386,200.9896,1605243600,1767100.0,2020-11-13 05:00:00
200.7944,203.4755,199.6066,201.4393,1605502800,2069200.0,2020-11-16 05:00:00
197.214,201.0235,196.9424,199.3945,1605589200,1935100.0,2020-11-17 05:00:00
193.2433,198.8515,193.1414,198.58,1605675600,2466200.0,2020-11-18 05:00:00
190.6215,192.573,189.7052,192.573,1605762000,2595700.0,2020-11-19 05:00:00
189.3488,190.9779,187.915,189.3913,1605848400,2956200.0,2020-11-20 05:00:00
188.5428,189.3488,186.9477,188.407,1606107600,2032600.0,2020-11-23 05:00:00
187.0495,189.247,186.5065,188.7379,1606194000,3198300.0,2020-11-24 05:00:00
186.9223,189.8579,185.7429,187.5926,1606280400,2550300.0,2020-11-25 05:00:00
190.7403,191.9282,187.8386,187.8556,1606453200,1698300.0,2020-11-27 05:00:00
188.3901,191.1391,186.1926,190.3331,1606712400,4857700.0,2020-11-30 05:00:00
190.9694,191.5633,188.967,190.7997,1606798800,3050600.0,2020-12-01 05:00:00
192.2251,195.2116,190.5706,190.9694,1606885200,2641200.0,2020-12-02 05:00:00
192.5221,193.8287,191.3427,191.75,1606971600,2167800.0,2020-12-03 05:00:00
194.4735,195.4238,191.5378,191.5378,1607058000,2008800.0,2020-12-04 05:00:00
192.1317,194.4735,190.9948,194.2953,1607317200,2250300.0,2020-12-07 05:00:00
194.2444,194.3802,192.0469,194.3038,1607403600,2124500.0,2020-12-08 05:00:00
195.0165,196.4928,193.345,194.9571,1607490000,2210000.0,2020-12-09 05:00:00
193.5826,195.1438,193.0396,194.8214,1607576400,1558100.0,2020-12-10 05:00:00
192.9378,193.2772,191.3257,192.1487,1607662800,2019300.0,2020-12-11 05:00:00
194.6856,197.0019,193.0905,194.7026,1607922000,2904700.0,2020-12-14 05:00:00
195.5935,196.2298,192.5984,194.3038,1608008400,2566600.0,2020-12-15 05:00:00
193.8202,196.2298,193.5402,195.1353,1608094800,2589100.0,2020-12-16 05:00:00
196.1958,196.3146,194.1511,194.3971,1608181200,2510400.0,2020-12-17 05:00:00
193.8626,196.8746,192.8105,196.8746,1608267600,5888900.0,2020-12-18 05:00:00
192.8614,193.396,187.9998,191.4785,1608526800,2311400.0,2020-12-21 05:00:00
187.4992,192.1572,186.7271,191.5124,1608613200,3571600.0,2020-12-22 05:00:00
189.1537,189.6967,187.2192,187.9149,1608699600,1763500.0,2020-12-23 05:00:00
189.1452,190.5452,188.6022,189.4082,1608786000,955400.0,2020-12-24 05:00:00
189.7561,192.5136,189.2301,189.2301,1609131600,1495100.0,2020-12-28 05:00:00
